ID	abstractauthor keywordsindex keywords 
15	writers artists interest beauty language map katherine harman author geographies imagination part fascinate look inhabit mind maker terrain imagination overlay line experience harman katherine  geographies imagination york princeton press relationship experience gain way experience read influence identity process cartography writing–forms part article focus link concern regions sea land sovereignty strike capture tension prosaic qualities poetry article relation north england limit trade taylor francis group.cartography write map poetry psychogeography 
16	concept attachment address map city park columbia canada application call analysis system attachment collect store process map form analysis distribution attachment group weather condition ability visualize assist apply field plan ltdgis map attachment visualizationgis distribution visualization columbia canada nanaimo vancouver island 
17	ecosystems benefit people people function ecosystems interdependencies service future systems offer account interdependencies psychology use web framework overton fuller knowledge systems management decision-making contest challenge notion ecosystem health wellbeing ecosystem health construals psychological benefit wellbeing regions people areas future ltdecosystem service locus control psychology systems decision ecosystem service locus control psychology systems ecosystem health ecosystem service nature-society relations sustainability 
18	fish economy culture communities coast change impact fisheries need relationship fish industry host communities impact fleet phenomenon increase age fishermen community resilience communities methods occurrence fleet oregon factor contribute phenomenon implications community resilience fishermen community leaders occur members industry concern community leaders members community community leaders change shift norms impact fish fleet host communities role fish industry community identity express concern change fisheries management culture implications relationship perceptions fisheries policy community resilience discuss fishery management fishery policy community industry state 
19	decades communities flood hazard residents communities evictions city authorities hazard health condition flood affect households increase house population flood  residents capacities flood occurrences evictions produce shape responses flood learn grassroots resilience inform flood management africa use case communities fadama capacities resilience hazard dwellers reveal depth embody experience slum dwellers capacities responses absence state flood interventions endure flood responses adaptation practice shape residents network alliances responses house units construction communal drain creation evacuation team havens policy contributions grassroots capacities vulnerability management propose springer media capacity flood vulnerability settlement resilienceflood control health hazard house population statistics capacity flood vulnerabilities settlements resilience management flood flood control flood grassroots settlement population density area policy population vulnerability agbogbloshie ghana accra 
20	adventure activities foster connections park managers visitor experience sustainability link recreation conservation attachment attitudes behaviors surfers recreationists seashore caha survey reveal compare nonsurfers surfers visitors level attachment control surfers recreationists e.g. group e.g. pick litter beach behavior caha managers role surfers recreationists stewards park advocate taylor francis group llc.adventure recreation seashore behavior surfersconservation management management park management activity sustainability cape hatteras hatteras carolina state 
21	imagination role university actor conjunction condition embeddedness engagement minimum requirements engagement condition practice university context logics university attempt protract process engagement align integrate core function university market logics imperatives government centre logics university sector 
22	family visit tap shape exhibition visitors object exhibition support embody intimacy material encounter object build movement form sense-making notion meshwork children families familiarity exhibition case easton family talk movements part meshwork distribute geometries shape considerations materiality children geographies limit trade taylor family mathematics education meshworks 
23	decline communities potentials economy form initiatives tourism emergent business model camøno leverage tourism denmark success draw theorizations value creation share economies process attention transformation resources commodities labour base fieldwork chronicle consolidation camøno process domains governance governance governance ownership governance exchange discussion institutionalization business model attention policy recommendations context limit trade taylor francis group.camøno tourism economy business model pilgrimage tourism trail 
24	area zealand expand seas zone marine areas shelf ross sea wedge continent zealand territory country series isolate islands adrift pacific create identity perception zealand develop blue image country diverse arc influence conservation value focus role map issue critique zealand marine territory map limit trade taylor francis group.cartography zealand seascapescartography map marine park nation state nature conservation zealand ross sea ocean 
25	mehr house project cities households sustain focus satisfaction project attempt relationship house project framework causal model survey conduct respondents residents house locate pardis tehran analysis result model identity dependence attachment model confirm components variables factor result isolation factor enhance elements whole springer media b.v.causal relations house house satisfaction project income population model satisfaction house iran tehran iran tehran tehran prv 
26	concept subject discussion discipline discussions habitat discourse exploratory examination intelligence relationship capital level use collect survey perform examination relationship capital association capital point view capital dimension relationship cluster aggregate offer perspective context cities platial–social network base capital cities capital dimension intelligence 
27	city perceptions representation carry observation description focus evaluation analysis city feel individuals analysis condition action-decision individuals image capture people visit city ways map city university students cities respondents respondents survey map city result image cities provide guidelines growth cities deficiencies order correct model cities world francisco josé morales sciendo perception map murcia valencia 
28	rivers landscape worldwide people river landscape preferences management implications support management decisions survey landscape qualities beauty safety perception perceptions intervention areas river waal netherlands relationship variables role landscape qualities perceptions intervention regression variables variation dimension identity dependence bond bond residents bond area village residents city residents bond dimension result coherent statements plan intervention term flood safety bond beauty value correlate evaluation score environment residents river interventions opportunities communities process river management b.v.attitude flood risk management placefloods land population statistics analysis safety engineer attitude flood risk management rivers 
29	article role online food practice narratives identities communities collect framework project undertake author work hypothesis article way italians food online offline food way share food members insights migrants identities community process adjustment online narratives practice shape diaspora ways development form commensality online mealtime socialization skype relationships work elements identification differentiation author differentiation food socialization community identity diaspora food england london kingdom 
30	film tourism grow phenomenon worldwide shoot film series destination driver attract tourists film site view garden locate beijing focus film sit fill gap lack focus film tourism article tourists residents motives attractions residents tourists residents role creation value tourists methods article view tourists residents perceptions tourists interpretation service authenticity site residents concern service facilities class visitor retention heritage culture garden author tourism residents perceptions tourists perceptions 
31	in-migration melanesia frame land access capital asset way bebbington use term capitals capabilities livelihoods concept land point entry relationship migration development argue land relations relation mine change value flow land change part residents attempt control part relations land order access development benefit mine activities action remake relationships mine john wiley sons environmentin-migration mine benefit guinea resource extraction 
32	reference landscape zealand emergence form organisation earthquakes activities apparatus deploy activities organisations atmospheres imagination encounter draw ideas geographies ethics organisations capacity form performances city plan city centre atmospheres activities organisations activities form incommonness arise time geographies city information practice view article author opinion society ibg society institute geographers atmospheres disaster recovery zealand transitional strategy disaster management earthquake event organization framework reconstruction canterbury island christchurch canterbury zealand south island 
33	heritage assess people value heritage environment addition assess attachment investment trend group inhabitants immigrants design/methodology/approach case santa ana los cuenca survey analysis survey protocol respondent group structure accord identity dependency analysis bridge gap theory practice interest similarities respondent group term attribute heritage preferences term investment location choice increase attachment link dependency location define heritage policies sustainability analysis attachment relation origin respondents perceptions role heritage environment influence displacement inhabitants immigrants base collection cuenca ecuador line action prioritise management world heritage site historic cities value heritage 
34	entertainment economy individuals investment shift towards economy increase regulations entertainment sector festival regard extension context counterculture inaccessibility regulation use case create climate marrickville alliance focus river retreat festival design/methodology/approach mixed-method use focus festival organisers politics festival site account record festival organisers theories organise committees politics grass-roots festival environments implications trace site community star river retreat categorise type enhancement share environment communal create limit festival context sit regard extension lend city boundaries location support communities economy participation festivals 
35	food market represent authenticity identity territory market example food tourism practice contexts analyze products food landscape costa daurada catalonia spain design/methodology/approach base foods market result costa daurada products diversity singularity region originality gastronomy landscape basis products food market regard share locals tourists heritage food market tourism identity development 
36	expand model behavior peb influence recreation participation activities relationships equation model account antecedents recreationists property owners counties york usa play role connections recreation peb birdwatch hunt participation contribute attachment birdwatch influence impact mean hunt mean result articulation conservation–recreation model researchers practitioners pathways taylor conservation behavior hunt analysis hunt hypothesis nature conservation model activity york state state 
37	people landscape elements landscape descriptions representations people notions landscape descriptions landscape type sit switzerland site source list hike blog flickr tag list visitors blog gather focus crawl web content flickr tag base footprints blog landscape descriptions source landscape type use cosine similarity descriptions source landscape type descriptions source analysis aspects landscape content source distribution landscape aspects example flickr tag toponyms contain content contrast hike blog contain information combine source view landscape step descriptions variety source use information landscape potential applications monitor management author informa limit trade taylor information retrieval landscape character assessments descriptions process contentdata process gi landscape analysis toponymy world web switzerland 
38	pressure tourism heritage sit heritage community voice order preserve heritage whss players heritage reference concepts elements bond sustainability heritage elements sustainability heritage tourism observations george town melaka malaysia analyse loss justice mission person-place bond bond motivate community participation sustain heritage value creativity cod link ecosystem whss ltdawareness creativity heritage tourism bond world heritage sit heritage heritage tourism sustainability world heritage site queensland malaysia melaka queensland west malaysia 
39	refugees stress resettlement develop countries date voice refugees body resettlement analysis resettlement experience refugee elders community north culture religion connections elders ability land zealand zealand refugee relations population settlement quality life refugee religion resettlement policy zealand north palmerston north 
40	developments field environment lead renew interest explore residents community relationship group limit influence neighbourhood market community development concept community areas city africa continent number survey observations equation model version frequency activities utilization market residents community paucity users interactions conclude improvement quality market plan management residents community sustainability market areas sustainability neighbourhood areas community market placecommunity development culture market development sustainability nigeria 
41	criterion adaptation climate change inequalities adaptation strategies adaptation countries measure capture standard metrics vulnerability people temporalities support argument classify value communities rise australia inform adaptation plan primary residents home-owners coastal communities residents relocation belong others loss attachment measure time idea change form connections implications value adaptation ltdequity justice value practice vulnerabilityclimate change justice equity adaptation marginalization area sea level change vulnerability australia 
42	hampton court palace hall locate magnificent medieval hall roof wall century rehung henry tapestries story tapestries commission hall begin explore conservation solutions measure conserve tapestries damage integrity hall impact exposure condition map detail assess risk tapestry feasibility effectiveness range mitigate options risk interventions management tapestries interventions monitor confirm effectiveness institute conservation work management visualisation dust deposition monitor conservation alloy build visualization decision management monitor potassium alloy alloy conservation management dust deposition monitor conservation tapestry risk assessment 
43	vancouver city process gentrification poverty management geographies control people drug inhabit margins emergence house youth trace experience number individuals time mode governance form life people margins kinds disappearance city youth addiction homelessness house gentrification poverty management line flight associationdrug user gentrification governance homelessness house condition city area poverty population population columbia columbia 
44	base conduct areas city article contribution class interaction shape segregation isolation homogeneity force process embody practice process issue peripheries being-out-of-place people privilege process class conclude process character experience inequality coexistence recognition solidarity author interaction city segregation 
45	fiction tour cities world tourists possibility visit experience associations novels adaptations engage comparison guide tour sherlock holmes philip marlowe angeles stockholm way fiction tour create metropolis base participant observation organizers result tour act fiction tour perform take locations histories city locations extents combination narratives fact fiction analyze layer location tour convey myth presume core identity city author fiction tour tourism experience culture city urban 
46	change environments residents house developments type introduce ankara turkey 19th-century case character street transformations case term degrees continuity model indicators street residents case score generate structure residents spss result change time change occur continuity transformation help level change street impact scale plan type development street scale maintain residents author type analysis turkey transformationneighborhood perception development analysis house ankara ankara prv ankara turkey turkey 
47	concept ecosystem service measure benefit humans ecosystems ecosystem service focus service ecosystem service countries ecosystem service policy objective challenge integrate framework ecosystem service notions landscape feature rivers list visitors landscape feature language landscape type switzerland landscape type select sit landscape descriptions use process term landscape feature landscape type people landscape express language elicit concepts landscape type result descriptions landscape type limit language use describe offer insights landscape contribute efforts definitions assessments ecosystem service ecosystem service list task landscape descriptions value process ecosystem service list task landscape descriptions value service integrate landscape change language questionnaire survey switzerland 
48	experimentation mean governance sustainability transition advocate transition scholars scholars impact experimentation context notion embeddedness sustainability transition conjoin sustainability transition outcome experimentation foster sustainability transition labs experimentation actors implement governance innovations distil phenomena mechanisms transformation connect vision relations people case lab call resilience lab neighborhood city rotterdam netherlands case labs connect change transformation narratives knowledge practice relations people establishment mean labs sustainability transition author .cities sustainability transition vision 
49	article deal construction narrative society century israel context efforts identity i.e foundations movement backdrop case discussion mosaic decorations mosaics excavations argue decorations function agents construction produce jewish presence practice dogma link ancient era people zionist project author nations nationalism sons placeart identity public israel 
50	energy transition interest promote bioenergy crop production landscape landowners land use development mixed-use landscape motivations market factor farmer decision-making grow energy crop work landscape energy technologies regard land nature goal integrate strand influence factor landowners support bioenergy crop production willingness dedicate energy crop mixed-use landscape survey landowners farmers york pennsylvania ohio technology likelihood bioenergy crop production college degree landholdings factor technology likelihood crop land college degree knowledge switchgrass land concern bioenergy market addition variables factor influence support bioenergy crop production landowner willingness bioenergy crop land b.v.landowner land mixed-use landscape bioenergy crop meaningsbiofuels cultivation decision forestry land use energy resources crop land mixed-use landscape crop energy bioenergy crop production decision analysis energy crop participation marginalization market development area landscape condition york state ohio pennsylvania state panicum virgatum 
51	outskirts camp jungle violent act history enforce precarity camp inhabitants action inhabitants volunteer help jungle inculcate doreen massey richness conflict richness camp site home refugees seekers conflict attack authorities site culminate demolition home practice mean inhabitants notions home cycle play materiality methods volunteer posit jungle site precarity mix despair conflict author camp geographies precarity placeasylum seeker action ethnography refugee violence calais france hauts-de-france pas calais 
52	article migration society insights attachment reflect migration youth out-migrants out-migrants childhood regard people isolate restrict reveal multidimensionality people relationship elements contribute attachment article contribute attachment offer insights continuity context migration relationships identities stability people constitute elements identities attachment author sociologia ruralis society migration area society migration population denmark 
53	time crisis destination country migrants stay citizenship facilitate options hand secure stay fear residence permit hand return mobility options case citizenship milestone someone trajectory migration discuss ways citizens status crisis opportunity migrations citizens reside london author citizenship resource security enhancement position hierarchy citizenships respondents citizenship step base interactions relationships ltd mobility citizenship crisis migration spaincitizenship union crisis migration mobility symbolism london madrid kingdom 
54	century marrakesh tourist destination process today concept fairy tale nights house policy people bidonvilles city tourism strategy foreground goal decision-makers development city capital players location leisure holiday facilities pleasure ground art market century city surround process touristification festivalisation museumisation use myth nights schulbuchverlag gmbh reserved.capital decision house policy neoliberalism tourism tourist destination century twenty century marrakech marrakech-safi morocco 
55	mobility assistance companion life sophisticate way-finding sheer difficulty concrete occasion use hence argue challenge mobility group address gap people group focus hci ask practice user group support mobility assistance icts answer framework mobility practice conduct people probe technique conclude reflections limit way-finding practice people mobility mobility assistance ict mobility probe practice mobility hardware people mobility assistance way engineer 
56	store managers sign decorate store information customers role window sign play influence consumers attitudes patronage intentions store environment indicate window sign inferences consumers image store promotion value consumers intentions model window sign cue consumers identity result identity relationship consumers window sign consumers patronage intentions store manager managers attitudes sign encourage tool announce store promotions implications role sign discuss wiley periodicals identity store stimuli patronage intention window sign 
57	experience campo square city siena view contribute gaston topoanalysis address analysis inhabit image campo square bachelard focus topoanalysis base association tactile experience discover image creation attachment campo square base analysis gaston imagination character campo square analyze analysis compare square haidplatz regensburg germany comparison reveal link image inhabit simplicity protection image campo square haidplatz square suggest possibilities solutions order framework integration topoanalysis interpretation architectural-urban author campo square gaston bachelard haidplatz interpretation image regensburg siena 
58	participation today operate locations number people embeddedness whic engage communities article focus children parent exile ask motivate people region experience shape engagement engage identity impact locations engagement affect identity article focus group discussions mogadishu oslo twin cities informants durations region part state illustrate people impact influence action article ways justice diaspora negotiations limit trade taylor francis diaspora youthdiaspora migration return migration participation population banaadir mogadishu somalia 
59	risk perception disaster preparedness relationships china relationships areas gorge area china farm households areas tobit regression model risk perception influence landslide preparedness result farm households disasters disaster preparedness behaviors self-learning households disaster preparedness behavior type disaster preparedness behaviors quarter farm households knowledge risk perception influence disaster preparedness respondents score perception probability threat dependence variables number disaster preparedness behaviors respondents score perception controllability case landslide adopt number disaster preparedness behaviors household characteristics—education loss distance site information acquisition channel house household disaster preparedness behavior contribute relationships risk perception disaster preparedness farm households disasters china author .china disaster preparedness risk perception gorge reservoir areadisaster management hazard assessment landslide risk perception gorge reservoir 
60	areas change pattern mobility weather events opportunities complexity adaptation change diversity responses risk individuals communities risk base limit explain responses risk science people provide responses base change mobility risk perception adaptation model link process concentrate way risk role type attachments model use pilot type attachments people risk flood review result interconnectivity change attachments mobility communities respond risk author .adaptation mobility attachment management framework change change landscape structure mobility risk perception change 
61	people areas risk case areas southwest sri lanka collection consist residents government officials people areas risk aspects hazard explore factor factor situation difficulties situation analysis government officials share view residents areas consensus discrepancies efficiency risk reduction measure government case factor risk normalization risk process influence decision area author .flood risk risk awareness risk perception government hazard assessment process risk assessment risk factor risk perception trade-off sri lanka 
62	flow power relations environments children children image imaginations ideas part flow activities children preschool curricula children cosmopolitan citizens children ideas image imaginations ideas image imaginations part children preschool activities identity formation use massey concept analysis collect preschool children qualities perform identities pay attention object children aspects experience spatialities children body inhabit preschool conclude call pedagogies children constructions similarities aspects self power relations representations stereotype zsuzsa sciendo childhood education ethnography globalisation 
63	representation advancement information science offer determinants health representations notions representation gi gi representations locations representation incorporate aspects health behavior concern feature location perceptions characteristics addition assessments exposures health outcomes individuals time–activity microenvironment profile form personalize exposure environment individual challenge advance information science health john wiley sons gi health care perception work 
64	strand community determinants community size context residents size center correlate soc support satisfaction climate satisfaction service areas health transport administration education security sample comprise individuals variety towns/cities size europe reveal town/city soc express inhabitants climate satisfaction support increase soc variations associations towns/cities size springer media community community center life satisfaction participation perception area europe 
65	article generations women express home mean name bayt maskan dar home bedouin women society settlement form bedouin home change stone house structure part desert limit neighborhood change home bedouin women transition women generations periods settlement pay attention name home period tent call bayt life flow home tribe security control environment restriction period home call generate tranquility control women environment become period home call dar belong husband protection security cut women environment author society bedouin society women change group perspective house condition settlement neighborhood change womens status israel 
66	welfare state notions communities health policies netherlands reform modify welfare state governments solutions municipalities house care welfare organisations part country "lifecycle" neighbourhoods envision people scholars neighbourhoods concept age policy play practice development "lifecycle" neighbourhoods relation notions communities use ethnography observations group hand policy makers house care welfare directors representatives people developers robust neighbourhoods hand people age-in-place mean policy discourse practice developers something people experience copyright cambridge university press neighbourhoods people framework population ethnography health policy participation neighborhood framework state role age ethnography house information process experience welfare 
67	developments form gate communities house system terminate towards gate neighbourhoods condition collectivist regime china gate neighbourhoods relationship residents relationships shape base questionnaire survey households variety gate neighbourhoods fill gap use indicator impact governance result regression model residents attachment gate neighbourhoods governance enhance neighbourhood emphasise market provision events neighbourhood image service residents neighbourhood mix neighbourhoods gate neighbourhoods demand governance safety form neighbourhood governance china result privatisation goods service provision level communities governance community governance neighborhood privatization goods service provision wenzhou zhejiang 
68	assign implications children result children position adult world latter essence agency begin age children claim shape children children shape phenomenon autonomy part identity formation autonomy children geographies frame concept article conduct author theorize mean children age autonomy home environment forest framework use children autonomy expression children independence enact play hide activities children high others autonomy autonomy negotiate imposed-regulations influence siblings elements environments claim reach children rule control autonomy play role children identity formation self-confidence develop environments carie sciendo autonomy play children 
69	use technology leisure travel domain tourism devices community trip reveal connections opportunities questionnaire survey administer campsites tourism destination dorset analysis focus role trust community practice willingness form share vehicles app experience community desire lift-share analysis indicate trust generate community participation part app developers providers strategies trust system rat etiquette user champion exchange authorscommunity peer-to-peer share habit trustsurveys community community participation peer questionnaire survey community travel habit peer peer network participation phone tourism tourist destination travel behavior england england kingdom 
70	europe people media activism sámi musicians music discuss twenty-first-century concern reach broader audiences genre joik imagery homeland sápmi artists music videos enhance impact music tell explain videos issue discuss media expression artists connection land climate change render erasure silence sámi presence article conclude emerge activism profile sámi experience intellect ltd article language.ecocriticism music videos music protest activism sámi 
71	involve interplay climate soil geology viticulture influence character quality grape variety rootstock practice assertions writers minerals soil taste wine grape process win water availability function climate rainfall humidity soil capacity soil structure history region millions fault weather bedrock mineralogy glaciation change affect landscape thousands kilometers society america reserved.climate enology grapes viticulture wineclimate fruit vine viticulture wine vitaceae 
72	environment play role culture people service qualities capture plan decision makers value range stakeholder group barrier reef gbr pride identity people group group belief value gbr survey population residents tourists tourism operators fishers discuss group level value group attachment value group possess value extent value matter future ecosystems society americabiodiversity decision plan knowledge stakeholder sea barrier reef queensland 
73	ways heritage practice concept use mean value heritage claimants site turkey case hand site mark point conflict turks heritage site play role identity construction narratives heritage side hand community site relationship site relationship landscape build environment reveal value embody site level extent build environment play role identity tension value heritage site communities mean use consequence use resist authorise heritage discourse veysel apaydin license informa limit trade taylor group.heritage identity memory value 
74	experience children migrants crisis europe employ methods perceptions relations shape children age parent homeland children position influence lack interactions time children surround shape experience transcend multiple localities children migrants contexts process impede adults children relation spatial frame reference children mean limit trade taylor francis children identity crisis migrants identity analysis return migration population albania 
75	debate centre urbanisation adequacy theories epistemologies transformations cities theorization opposition feminist researchers others collection highlight city concrete framework demarcate contingency change residents focus specificity women capacity problematise theory interrogation binaries settlement house market production knowledge order city process practice mobility experimentation risk aspiration contest support imaginaries whilst need theories perspectives cities conclusions recognise multiple logics city culture consequent basis theories outreach limit trade taylor city culture gender change landscape gender role settlement area urbanization india turkey 
