	발행연월	록키 워드 
13	2011	글로벌 확산 국가 이동 증대 영역 영역 초래 재사 유하 전환 글로벌 세계 로컬 글로벌 자본 권력 구미 재편 로컬 차별 부각 세계 소비 현지 전략 의미 글로벌 흐름 저항 고유 정체성 로컬 부각 문제의식 입각 이글 자본 힘 로컬 소비 상품 흐름 대항 로컬 정체성 노력 충돌 지점 발생 정치 구체 사례 오사카 재일 코리안 집 주 지역 위치 시장 미유키 도오 상점가 주목 조선 시장 코리아타운 정체성 형성 변화 주체 간 경합 정체성 점 재일 코리안 현지 일본인 차별 배제 극복 고유 정체성 형성 과정 글로벌 변용 과정 대비 재일 코리안 코리아타운 다 문화 정체성 정치 
14	2011	본 공공 도서관 이용자 대상 애착 가치 인식 간 영향 관계 통계 검증 이용 빈도 거주 기간 이용 목적 웹사이트 이용 경험 애착 가치 인식 간 관계 조절 변수 역할 파악 계층 회귀분석 결과 이용 빈도 거주 기간 의존 상호작용 체험 가치 식도 정 영향 이용 목적 조절 효과 이용 목적 집단 구분 애착 가치 식도 관계 집단 분석 도서관 웹사이트 이용 경험 애착 가치 식도 관계 조절 효과 결과 애착 도라 이용자 감정 지표 공공 도서관 가치 설명 변수 활용 시사 공공 도서관 애착 가치 
15	2011	정보 플랫폼 시공간 모빌리티 다 의성 
16	2011	근래 재래시장 문화 예술 결합 현상 등장 현상 현대 예술 위기 재래시장 쇠퇴 해법 만남 관객 유리 예술 비판 기존 예술 제도 반성 미술관 갤러리 예술 활동 재래시장 위기 시설 경영 현대 대책 한계 상업 재래시장 시장 역사 문화 주목 활동 등장 재래시장 역사 문화 고찰 상인 삶 이해 기초 문화 예술 활동 공동체 공공 담론 기초 시장 예술 만남 예술 문화 학제간 연구 예술 인류학 필요 요청 공공 예술 재래시장 활성 공공 공동체 예술 인류학 
17	2011	지역주의 지역 패러다임 은유 유추 전 도로시 테라 
18	2011	혼합 장르 도시 재생 컨버전 디자인 호텔 
19	2011	형성 요인 인지 이용 특성 행태 시설 
20	2011	
21	2011	사람 도시 환경 질 도시 특색 관심 지속 증가 실제 도시 공공 설계 적용 실증 결과 부족 실정 실제 특화 가로 설계 시 참고 자료 목적 서울 대표 상업 지역 명동 대상 가로 정체성 영향 가로 물리 요소 분석 에드워드 정체성 형성 이론 바탕 회귀 모형 설정 의미 활동 물리 환경 구분 가로 구성 요소 독립 변수 정체성 종속 변수 회귀분석 실시 결과 명동 가로 간 명동 정체성 정도 차이 차이 비 보도 포장 건물 전면 가로 구성 물리 요소 기인 확인 향후 상업 지역 정체성 증가 물리 요소 방향 설계 시행 정체성 상업 가로 명동 회귀분석 
22	2011	부산 영화 로 중심 영화 로 케도 시로 부산 도시 특성 분석 기본 목적 과정 단계 진행 단계 문헌 영화 도시 부산 변천 과정 동기 격동기 기반 형성 도약 발전기 구분 시대 변천 특성 추출 단계 문헌 현장 조사 로케이션 지역 구분 유형 특성 로 관리 실태 분석 단계 단계 종합 영화 로 케도 시로 부산 잠재력 평가 부산 로 내재 속성 근대성 민성 해양 양면 현장 도출 영화 로 케도 시로 부산 가치 규명 로 보호 발굴 도시 재생 과정 제안 영화 로 케도 시로 부산 특성 정립 시도 부산 원 풍경 활용 도시 관리 패러다임 정립 시사점 제공 판단 로케이션 영화 도시 창조 도시 도시 재생 부산국제영화제 
23	2011	
24	2011	근대성 중심성 문제 극복 중심 근대 담론 확산 동안 배제 주체 대상 관심 확산 시작 지역 지방 소수 자 주변 식민 개별 영역 중층 복합 발견 현상 지역 지망 로 컬리 티 개별 특수 발견 과정 성원 삶 공동체 복원 자율 능동 운동 확장 논문 로컬 형태 구체 실천 현황 점검 로 컬리 티 규정 구성 논문 먹거리 중심 생협 운동 교육 영역 도서관 생활 영역 풀뿌리 자치 공동체 문화 영역 문화 공동체 실천 사례 대상 풀뿌리 활동 초기 단계 활동 내용 정보 통로 소개 곳도 시간 역량 부족 사례 포함 곳도 로컬 활동 풀뿌리 공동체 공동체 형성 발전 과정 경험 공동체 경험 성공 실패 공동체 발전 과정 모델 동시 내용 기획 사업 중복 풀뿌리 전체 역량 소진하 성과 배가 기회 결과 대부분 풀뿌리 자치 운동 활동가 시민 사화 영역 단체 활동가 지역 연구가 전문가 모두 네트 워킹 필요 요구 르 로컬 로 컬리 티 풀뿌리 커뮤니티 네트 워킹 
25	2011	구성 요소 장 소성 형용사 구조 방정식 모형 
26	2011	도시 광장 정체성 
27	2011	일본 한인 타운 오사카 이쿠 쿠 지역 드 과거 이주 집단 정착지 이주 목적 삶 방식 뉴커머 한인 이주자 변화 자본주의 경제 글로벌 국가 이주 증가 영토 관점 영토 관점 조명 이주자 등장 한인 타운 성격 한인 타운 구성 대 집단 드 뉴커머 일본인 집단 상정 상호 간 관계 정체성 형성 로컬 글로벌 연동 성격 로컬 주민 이주 주체 삶 현장 자리 현장 상호 간 배타 갈등 장 우호 공생 관계 도모 삶 터전 코리아타운 로 컬리 티 영토 디아스포라 정체성 정치 
28	2011	초등학교 도시 학교 운동장 학교 규모 초등학교 선호 
29	2011	
30	2011	이카 이노 오사카 이쿠 노구 이카 이노 일본 조선인 취락 우리말 일상 이웃 간 정이 장 소라면 이카 생각 정도 상징 재일 코리안 표상 자리 이카 이노 시간 국가 네트워크 주민 활동 간의 토착민 사이 상호작용 결과 형성 디아스포라 정주 민 뿌리 동네 역설 효력 발생 이카 이노 재일 코리안 기억 재현 이카 이노 정치 세계 질서 변화 다 문화 공생 관광 호출 이카 이노 재현 배제 배치 근대 주체 욕망 이카 이노 작가 문학 기록 국가 집단 기록 대항 대항 기억 하위 서사 셈 재일 조선인 정도 보통 동네 일본 치안 이카 이노 이카 이노 대항 이카 이노 역사 사람 기억 재현 재일 코리안 작가 작업 이쿠 재배치 문제 연결 재일 코리안 디아스포라 구성 의지 발현 이카 이노 재일 코리안 디아스포라 로 컬리 티 재현 
31	2011	아스 문화 기억 관점 관광지 스토리텔링 형성 과정 이론 체계 시도 관광지 관계 목적 사람 역사 문화 의미 전달 공유 매체 해석 아스 관점 관광지 스토리 서술 체계 제시 관광지 관광객 간 공유 상호작용 이해 관광지 스토리텔링 일반 파악 스토리 기획 스토리 구축 스토리텔링 단계 진행 아스 관점 도입 관광지 문화 기억 공유 유형 이론 접근 시도 문화 기억 관광지 스토리텔링 체계 모형 제시 모형 제시 관광지 스토리텔링 관광지 내재 문화 기억 소재 활용 스토리 기획 구축 방문객 전달 과정 체계화 관광지 스토리텔링 문화 기억 알라 이다 아스 
32	2011	
33	2011	정체성 홍대 지역 인과 구조 구조 방정식 모형 
34	2011	도시 정체성 분포 
35	2011	문 래 창작 촌 창조 네트워크 창조성 
36	2011	일제 식민지 유산 해방 이후 한국 도시 형 성사 영향 글 식민지 도시 역사 유산 체계 네트워크 제도 정치 생활 기억 가지 차원 분석 체계 네트워크 문제 도시 간 체계 형성 국토 균등 개발 도시화 지역 개발 문제 전근대 한국 국토 체계 한강 중심 내륙 수운 연안 해운 위주 근대 한국 국토 체계 일제 부설 철도 망 매개 형성 식민지 시간 네트워크 단추 제도 정치 문제 위 중앙 정부 주도 방식 도시 개발 권력 구조 식민지 근대 도시 계획 제도 연관 법제도 조직 유산 문제 포괄 문제 일제 도입 도시 계획 제도 관행 식민 이후 한국 도시 개발 과정 영향 식민지 도시 사회 시민권 공공 문제 공론 장과 이익 정치가 유산 지의 문제 연관 생활 기억 문제 일제 도시민 일상생활 형성 주거 식민 이후 시민 일상생활 도시 문화 영향 지의 문제 일상생활 영향 주택 경우 문화주택 도시 한옥 일식 주택 양식 주택 아파트 도시 빈민 토막 주거 형태 출현 해방 이후 파괴 재건 연속 단절 선택 배제 과정 오늘날 도시 주거 문화 일부 흡수 식민 국가 상징 창출 공공 식민 이후 방식 물리 파괴 변용 기억 망각 발명 과정 제국 식민지 간 도시 네트워크 오늘날 세계도시 체계 형성 밑바탕 점 향후 지구 차원 콜로니 얼 포스트 콜로니 얼 도시 연속 단절 문제 발전 필요 식민지 유산 식민지 근대 도시 문화 정치 식민주의 
37	2011	현대 사회 변화 과정 과거 불필요 생각 역사 문화 자원 무시 채 방치 훼손 대부분 근대 건축물 도심 위치 경제 지역 문제 철거 위협 근대 건축물 가치 인식 부족 근대 건축 물 위기 일부 근대 건축 재생 문화 활용 조사 대상 수도권 분포 근대 건축물 중 문화재 등록 원형 보존 2000년대 이후 문화 활용 건물 대상 문화재 보존 기준 준수 문화 재생 보존 조사 방법 문헌 조사 현장 조사 담당자 인터뷰 조사 범위 근대 건축물 재생 문화 이론 배경 사례 분석 건축물 보존 유형 보존 특성 재생 디자인 특성 분석 결론 도출 근대 건축물 대부분 외관 변형 원형 유지 증축 경우 특징 외관 부분 보존 현대 전시관 재생 과거 현재 공존 건축 특성 외부 건축 양식 외부 마감 창 문 외부 디자인 요소 건축 구조 근대사 보존 전시 교육 강연 체험 카페테리아 포함 복합 문화 형태 건축물 이전 건축물 외부 형태 보존 근대 건축물 역사 유지 근대 건축물 역사 상징 명소 건물 건축 예술 보존 근대 건축 문화 재생 보존 역사 
38	2011	람사르 협약 제창 습지 인식 습지 상주 공 검지 대상 공 검지 생태 자원 농경문화 체계화 통합 습지 생태관광 거점 활성 확보 방안 초점 공 검지 역사 대 인공 저수지 중 농경 문화 보존 전국 최초 습지 생태 조성 습지 생태관광 거점 낙동강 백두대간 접경 지로 지리 이점 활용 생태관광 자원 네트 워킹 고령가야 국의 역사 체험 역사 여행 자전거 활용 레포츠 관광 민요 마을 전통 민요 체험 주변 관광 자원 연계 활성 습지 공 검지 생태관광 문화 관광 람사르 
39	2011	북경 예술 특구 근대 건축 양식 근원 바우하우스 풍 예술 촌 예술인 필요 자연 발생 예술 창작 촌 형성 과정 관찰 사례 원래 공장 지대 지역 예술인 시작 예술 촌 면모 시작 세계 관심 지역 성장 올림픽 중국 예술 특구 지정 지역 경우 상업 건물 모델링 바우하우스 공장 지대 모델링 함 공산주의 체제 자본주의 체제 과도기 중국 예술 촌 형성 과정 미술사 의미 북경 지역 전환기 사회 경제 배경 시대 산물 점 의미 지역 문화 요소 창의성 기술 바탕 부가가치 창출 전환 결과 문화 요소 콘텐츠 재구성 부가가치 형성 중국 복합 현대 문화 특징 지역 조사 예술가 조건 근거 도시 창작 전념 연관 전시 외국 사조 수입 중국 작품 해외 수출 교두보 형성 도시 지역 문화예술 콘텐츠 형성 현상 발견 예술 지구 모델링 아트 스튜디오 예술 창작 촌 문화 콘텐츠 
40	2011	공공 하드웨어 중심 디자인 문제 극복 공공 증진 주민 소통 경험 창출 디자인 적용 콘 텍스트 유형 도출 기초 공공 기능 가치 향상 디자인 방향 제시 목적 이론 고찰 문헌 적용 유형 개발 사례 연구 진행 이용자 소통 다발 공공 범위 제한 건축 콘 텍스트 추상 도시 사회 문화 인자 중시 콘 텍스트 이용자 환경 정보 구성 사회 문화 관점 반영 추세 공공 거주 민 방문 이방인 상호 교류 장 국내 공공 가로 중심 발전 보행 밀도 콘 텍스트 상관관계 콘 텍스트 기반 공공 디자인 가로 지향 목적 지향 절충 구분 가지 유형 디자인 콘 텍스트 사회 문화 특성 이용자 행태 유의미 상관관계 공공 디자인 사회 관계 형성 소통 교류 기능 경관 연출 사용자 참여 경험 창출 효용 가치 공공 이용자 사회 관계 형성 배려 지역 중심 콘텐츠 요구 인터랙션 디자인 공공 맥락 소통 참여 사회 관계 
41	2011	오늘날 형태 지구 교환 현실 목도 사회 행위 일반 예술 정체성 탐구 양태 변별 제공 광범위 실천 공동체 조망 필요 상황 고려 롤랑 바르트 비장 소성 개념 활용 일반 비장 소성 신체 사이 관계 아리스토텔레스 연속 전제 정체성 일상 개념 사유 기회 제공 개념 보편 정체성 공동체 단수 성의 개념 대체 필요 부각 롤랑 바르트 비창 소성 개념 말년 논평 중성 보완 개념 연결 감안 우려 작업 적용 도리 비장 소성 고려 가지 방식 존재 정치 미학 비장 소성 중성 롤랑 바르트 미학 정치 정체성 현대 세계 
42	2011	인문지리학 장 소성 무장 소성 애 재현 
43	2011	미국 내 학교 스포츠 경험 이미지 지역 공동체 간 가설 인과 모형 규명 목적 미국 대학교 교내 스포츠 이용 학생 교원 지역 주민 모집단 선정 순무 작위 표집 이용 유효 표본 명 설문 자료 확보 모형 분석 프로그램 이용 구조 방정식 모형 분석 실시 결과 다음 지역 대학 스포츠 경험 이미지 직접 유의 영향 지역 대학 스포츠 경험 간접 유의 영향 지역 대학 스포츠 경험 지역 공동체 간접 유의 영향 지역 대학 스포츠 이미지 직접 유의 영향 지역 대학 스포츠 지역 공동체 직접 유의 영향 지역 대학 스포츠 이미지 지역 공동체 간접 유의 영향 
44	2011	지역 이미지 외 현 요소 경험 내면 요소 복합 인상 말 부산시 사하구 감천 동의 태극 마을 초기 태극도 종교 인해 태동 마을 시간 흐름 이미지 환경 색채 관계 초기 마을 형성 시기 색채 블루 계열 에 러 드 그린 계열 출현 색채 요인 정서 요인 심상 색채 사회 요인 사회 색채 분류 구체 자연 물리 환경 요인 종교 환경 요인 제도 규정 요인 분류 초기 색채 변화 이유 역사 요인 구성 요소 변화 다음 마을 색채 이미지 주택 지붕 벽면 컬러 수집 분석 분석 방법 하류 요시 구모 컬러 이미지 차트 이용 소프트웨어 활용 색채 연구소 배색 이미지 이용 마을 색채 이미지 이미지 존재 형용사 이미지 이미지 자연 편안 이미지 내포 분석 마지막 공공미술 색채 유입 논 지역 환경 색채 계획 시 마을 역사 로 컬리 티에 검토 선행 필요 환경 색채 이미지 태극 마을 역사 로 컬리 티 
45	2011	생태학 야생 거주 퍼포먼스 생태 공포증 생태 숭고 
46	2011	고층 빌딩 도심 포켓 파크 규모 시민 휴식 제공 공원 역할 도시 환경 개선 기여 가치 논문 포켓 파크 디자인 현황 분석 조성 실태 포켓 파크 통합 디자인 가이드라인 기초 자료 제공 목적 서울시 추진 도심재창조 프로젝트 포켓 파크 범위 선정 여건 구성 요소 조성 실태 분석 대상지 평면도 바탕 현장 답사 실시 방법 조경 건축 측면 포켓 파크 논문 서적 보고서 고찰 바탕 진행 환경 자극 시각 반응 초점 심리 지각 작용 연상 작용 형태 주제 디자인 원리 분석 결과 포켓 파크 대상지 사용 형태 주제 사각 원 형태 활용 기하학 형태 주제 구성 정형 통일 조성 형태 주제 활용 한정 성 과편 중성 인해 정체성 반영 계획 포켓 파크 입지 여건 고려 형태 주제 사용 주변 환경 연계 요소 간 조화 상호 관계 형성 한계 점 시민 관광객 활력 매력 도심 포켓 파크 구성 요소 간의 통합 디자인 통일 포켓 파크 구성 다양성 상호 관련성 디자인 추구 우수 디자인 포켓 파크 기업 이미지 제고 홍보 매개체 역할 도심 환경 개선 경관 미로 디자인서울 발전 기여 도시 이미지 표현 지역 경쟁력 계기 포켓 파크 형태 주제 디자인 원리 디자인 가이드라인 구성 요소 
47	2012	
48	2012	
49	2012	
50	2012	논문 2000년대 이후 공연 한국 연극 중 가족 이야기 작품 중심 가족 무대 구성 과정 변화 포스트 드라마 전략 관점 분석 다 문화 시대 돌입 한국 사회 수용 혈연 중심 가족 관계 시각 성찰 포스트 드라마 연극 전략 지점 유의미 문제 제기 환기 가족 인류 삶 절대 정당 자연 역사 고정 실체 본질주의 입장 가족 가족 발명 문제의식 해체 가족 자체 내용 보수 봉건 평가 가족 개념 발명 구성 사회 역학 관계 가족 가족 중심주의 보수 봉건 성격 가족 이데올로기 내장 가족 가족 중심주의 발명 과정 자체 문제 시 태도 폭력 가족 이데올로기 해체 논문 2000년대 이후 본질주의 가족 이데올로기 해체 전략 포스트 드라마 실험 형식 구현 공연 주목 가족 이야기 대화 방식 드라마 형식 의지 경우 가족 사회 현실 대립 경직 이분법 도식 구축 난폭 현실 사회 자식 보호 어머니 아버지 절대 희생 갈등 대립 항 설정 난폭 사회 현실 재현 사건 극 추동 난폭 사회 현실 극복 대안 가족 관계 긍정 결말 드라마 형식 기존 가족 관계 재생산 결과 연극 기호 사용 방식 모드 근본 변화 형식 드라마 형식 해체 포스트 드라마 전략 과정 연극 비 텍스트 반 미메시스 몸짓 요소 전통 가족 이데올로기 가족 중심주의 발명 과정 자체 문제 시 효과 논문 분석 틀 활용 가족 무대 개념 대 이후 한국 연극 가족 이야기 가족 정체성 변화 포스트 드라마 전략 관련 분석 효과 기능 가족 무대 본래 일상 삶 영위 인간 가족 구성 전제 아래 특정 집단 가족 구성 과정 일련 행위 분석 문화인류학 사용 개념 인간 행동 문화인류학 관점 분석 가족 무대 개념 현실 세계 자체 공연 연극 구성 요시 미 조언 가족 이야기 연극 무대 위 극 행동 분석 적용 가족 이야기 구성 무대 위 극 행동 현실 가족 무대 구성 수행 일련 의식 행위 유비 이해 연극 무대 가족 무대 구성 과정 분석 전통 가족 무대 해체 가족 무대 구성 과정 차이 고찰 가족 정체성 변화 가족 관계 균열 틈 선험 작동 가족 이데올로기 거리 객관 가족 무대 구성 해체 과정 무대 위 제시 포스트 드라마 전략 유효 작동 지점 2000년대 한국 연극 포착 포스트 드라마 형식 전통 규범 규정 가족 관계 방식 변화 가족 관계 관점 제시 효과 기능 포스트 드라마 연극 가족 무대 패밀리 플롯 김 김현 탁 이성열 치어 
51	2012	서구 처음 등장 게이티드 커뮤니티 지역 사회 문화 맥락 선택 채택 세계 각지 도시 확산 인류학 관점 서구 국내 학계 게이티드 커뮤니티 문헌 수행 한국 상황 비교 국내 게이티드 커뮤니티 분류 주거 단지 형태 제시 게이티드 커뮤니티 특징 빗장 지르기 분리 기제 공동체 요소 구축 요약 국내 특징 주거 단지 초고 주상 복합 아파트 타운하우스 대형 고급 아파트 단지 국내 게이티드 커뮤니티 문법 적용 주거 단지 확산 현상 이해 한국 사회 문화 맥락 고려 강조 앞으로 변화 양상 고급 아파트 단지 영향력 증가 전망 게이티드 커뮤니티 배제 빗장 지르기 도시 공동체 고급 아파트 
52	2012	글 김정한 70년대 소설 중심 지역 정치학 분석 일제 강점기 개발 독재 시대 아들 아버지 모티프 반복 유의 시대 폭력 대응 양상 아버지 죽음 선언 시작 근대 일반 흐름 김정한 소설 아들 사망 선고 아버지 가정 지역 수습 착안 노인 지역 정치학 탐색 노인 지역 정치학 근대화 폭력 극복 확인 결과 근대 이래 저항 정신 결여 극복 노인 지역 정치학 규명 김정한 소설 지역 중심 대응 저항 요체 부산성 연관 지역 의미 김정한 아비 상실 의사 죽음 지배 청년 죽음 탈장 소화 
53	2012	식민지 문학 영상 제국 민족 간 문화 크로스드레싱 내선 일체 문화 코드 관습 장치 일본인 조선인 신체 바탕 크로스드레싱 우정 연애 결혼 친밀 관계 결부 글 문화 크로스드레싱 잠재 동성 사회 연대 욕망 크로스드레싱 조장 친밀 환상 현실 사이 접촉 면 시기 식민 자와 피 민자 민족 패싱 동화 식민지 불안 고찰 조선복 기모노 문화 크로스드레싱 내선 일체 친밀 관계 내선 연애 우정 증여 교환 동성 사회 연대 연극 패싱 동화 
54	2012	논문 의식 화두 느낌 극락 공연 연극 르 디아스 매듭 몸 관념 형상화 관객 인지 활동 구성 과정 접근 확장 몸 형태 리미 널 의식 연행 관객 정신 활동 역동 변형 틀 주목 본고 느낌 극락 공연 중 관객 체험 인지 과정 이해 계기 글 활용 핵심 개념 의식 말 표현 정신 경험 주관 성질 총칭 말 외적 사물 객관 존재 방식 주체 인지 방식 사고 기억 관심 느낌 감정 등등 주관 현상 경험 의식 데카르트 지적 몸 근본 특징 확장 객체 리얼리티 체현 과정 현상학 발생 주관 의식 해명 몸 배열 인간 객체 환경 구성 검증 필수 본론 이상 이론 논의 염두 의식 연행 리미 널 논의 본론 전개 단계 구성 의식 몸 고찰 꾀 체현 의식 인지 신경 생리학 연행 사이 리미 널 
55	2012	글 중국 상하이 화 이하 이루 분석 사람 생활 기반 사회 의식 특정 물리 위치 설명 상호작용 의미 생산 사회 생산물 특정 설명 생활 사람 설명 필요 화 이하 이루 프랑스 조계 확장 과정 조성 처음 바오 창 루 이름 이름 상하이 해방 이후 화이 하이 국민당 승리 기념 화 이하 이루라 이름 현재 화 이하 이루 글로벌 브랜드 상하이 젊은이들 상하이 대표 소비 거리 소비 이미지 부각 조계 시절 치욕 빈민 일상 삶 망각 사회주의 과거 공적 기억상실 화이 하이 루 기억 조계 시절 모던 현재 글로벌 티 열망 이다 화 이하 이루 소비 거리 특성 상하이 사람 화이 하이 루 자신 정체성 확인 점 화이 하이 루가 외지인 구별 상하이 인 주장 당사자 자신 상하이 사람 확증 상하이 사람 화 이하 이루 실천 의미 정체성 소비 화 이하 이루 상하이 
56	2012	본고 19세기 한양 경관 풍물 향토 계열 작품 대상 작품 구조 의미 장 소성 이론 바탕 당대인 한양 인식 특성 탐구 논문 의 본사 한양 궁궐 관서 시전 놀이 능 행 과거 부분 궁궐 관서 한양 행정 기능 시전 놀이 경제 문화 기능 과거 가경 소통 기능 바탕 분할 묘사 묘사 한양 원형 경관 음양 이원론 입각 조성 인지 결과 도시 기능 인식 한양 획득 서사 결사 궁궐 관서 묘사 부분 한양 조선 환유 국가 정통 강조 향유 자로 공동체 소속감 안정감 정체성 유도 시전 놀이 처 구체 묘사 한양 기능 애착 유도 의존 한양 풍요 만족 바탕 놀이 여가 향유 기대 향유 자 한양 기능 애착 한양 의존 의 창작 배경 18세기 이후 대두 한양 관심 문예 작품 수용 관련 19세기 사회 모순 심화 시기 한양 국도 정체성 경제 놀이 기능 강조 시대 사회 배경 약화 향유 자 애착 강화 노력 표출 작품 양가 애착 공동체 풍물 도시 기능 
57	2012	문학 지리학 신경림 농촌 역사 차별 체험 장 소성 
58	2012	본고 경남 하동 출생 시인 정공채 정호승 시인 시 세계 고찰 시인 대표 시적 형상화 바다 서울 심상 지리 특성 규명 목적 시인 출생지 존재 진주성 장 대구 성장 부산 생활 서울 생활 출생지 시인 심상 지리 표상 구축 시인 대표 바다 서울 표상 중심 시 세계 고찰 시인 고향 모티프 차지 상반 함의 규명 정공채 시인 바다 심상 지리 자유 욕망 노래 바다 심신 자유 원형 상징 해당 욕망 몸짓 해방 기능 시인 바다 시심 무변 자유 제공 정호승 시인 서울 슬픔 힘 서울 절망 응시 서울 사랑 죽음 외로움 눈물 생 제공 일상 양면 의미 제공 서울 환부 노래 시인 가난 자 이미지 집적 슬픔 사랑 서울 양가 노래 시인 고향 하동 출생지 내포 심상 지리 형상화 정공채 시인 고향 하동 개인사 체험 육화 이자 지역 상상력 독자 개별 강조 반면 정호승 시인 고향 하동 부재 기 표 존재 인접 지리산 섬진강 자연 표상 환유 인접 간접 유추 고향 하동 정공채 시인 체험 실체 정호승 시인 간접 기 표 표출 이질 심상 지리 해당 포착 하동 출생 시인 장 소성 강조 정공채 장 소성 부재 정호승 이질 시적 태도 이후 바다 서울 표상 심상 지리 특성 형상화 갈래 흐름 대변 점 주목 가치 심상 지리 정공채 정호승 바다 서울 하동 지역 고향 지역 문학 
59	2012	흔적 복원 서사 구조 
