	발행연월	록키 워드 
22	2016	여수 지역 세계 박람회 개최 이후 지역 발전 인프라 개선 탐방객 해양 관광 도시 변모 관광 프로그램 차별 요구 여수 지역 임진왜란 동학혁명 의병 활동 여순사건 소재 역사 관광 목적 여순사건 사적지 다크 투어 즘 적용 검토 향후 지역 다크 투어 즘 코스 발굴 사적지 현황 관광 실태 파악 여순사건 시적 평가 근거 기존 관광 코스 독립 역사 관광 코스 사적지 관광 반영 현대사 관련 교육 상징 다크 투어 즘 적용 향후 지역 다크 투어 즘 발전 관광 협의체 구성 여순사건 관련 특별법 제정 추모 공원 역사박물관 건립 실정 다크 투어 즘 여순사건 여순사건 사적지 관광 협의체 
23	2016	정순응 로 컬리 티 리시 즘 실존 지역 문학 
24	2016	역학 지역 사회 진전 활성 기여 동안 역학 정립 이상 모형 고지역 기관 지역 부족 지역 주체 지역 인식 중앙 스케일 집중 지역주의 지방색 한계 인식 공유 지속 확장 역학 미 시적 국면 거시 국면 상생 로 컬리 티 소통 배려 담론 개발 지역 연구자 간 세대 융합 인지 고민 과제 역학 인재 학술 화두 역학 이론 실천 담론 모색 역학 실제 조사 담론 역학 학문 성취 지역 사회 주민 삶 기여 실용 성취 문화콘텐츠 스토리텔링 소스 영역 계기 나가야 술 자원 조사 영역 지역 지역 문화 자원 공공 자산 창조 국면 강조 역학 활용 방향 역학 물 지역 주민 향유 공공 문화 정신 자원 전제 역학 결과물 학자 손 방식 자료 콘텐츠 제공 지역 주민 향유 역학 관심 증가 수요 확대 궁극 역학 활성 방향 역학 정치 관련성 문제 지역 인문학 전문가 반성 인문학 본질 인문학 외연 확장 적극 지방 정부 역학 연구소 개편 인문학 활력 지역 다운 제품 기술 싱크탱크 역할 확대 학문 성과 사회 환원 지역 소통 차원 역학 연구자 간 소통 지역 실천 방안 성찰 역학 지역주의 로 컬리 티 술 자료 지역구 술 자원 공공 문화 역학 연구소 
25	2016	
26	2016	배경 기반 서울시 형성 개소 문화예술 특화 거리 대상 디자인 특성 방문자 반응 비교 분석 특화 거리 조성 개발 시 행정기관 역할 과제 정책 시사점 제시 목적 방법 특화 문화예술 특화 거리 특징 대상지 평가 개소 예비 조사 관련 물리 요소 분석 틀 설계 관련 전문가 현장 조사 실시 대상지 디자인 특성 분석 평가 특화 거리 외부 방문객 대상 설문 조사 실시 거리 반응 분석 결과 물리 환경 위계 개념 도출 차 수직 수평 요소 차 기능 예술 요소 이화동 문래동 강풀 순 대상지 예술 요소 점수 기록 문화예술 특화 거리 특성 반영 판단 문화예술 활동 프로그램 콘텐츠 연계 방문객 이용 행태 필요 결론 기인 요인 도출 결과 물리 개선 지역 특성 고려 문화예술 요소 개발 고려 필요 소프트웨어 측면 요소 지속 개발 대상지 선정 시 상권 유입 주변 연계 원활 대상지 선정 효과 주체자 자발 참여 자생 발전 유지 시스템 방안 실질 실효 방법 특화 거리 문화예술 
27	2016	무진기행 정밀 탐구 가치 텍스트 이다 작품 대식 이란 세대 관점 작가 김승옥 상 대상 김승옥 소설 시대 변양 지시 패러다임 무진기행 자체 절대 단자 방법 작품 서사 요소 구조 집중 독립 텍스트 분석 무진 기행 무진 안개 이미지 요건 핵심 까닭 무진 토포스 안개 이미지 정초 작품 서사 의미 중심 사고 토대 무진 윤희 중 자신 흔적 강화 기억 행위 점 무진 미망 기억 비틀림 이자 감당 무진 작품 사건 질서 부여 궁극 플롯 규정 표지 안개 무진 사건 환상 이자 관념 추상화 작용 안개 무진 사건 서사 재료 해석 평가 다층 잠재 까닭 무진 사건 배열 내면 짜임새 무진 안개 탐구 해명 감각 형상 무진 안개 이미지 생성 주목 무진기행 내포 서사 의미 중심 도달 분석 과정 전제 작품 내면 자유 탈주 어둠 힘 목도 무진 비틀림 감각 형상 안개 이미지 자유 어둠 힘 
28	2016	경계 산책 자로 김광석 청춘 젊음 고뇌 방황 기억 지속 환기 아우라 생동 김광석 음악세계 현대인 세대 보편 공감대 청춘 경계 사랑과 이별 기저 산책 환기 여과 반향 고양 초점 지속 환기 점 김광석 노래 청춘 경계 라 푼 체 의 방황 산책 지속 환기 분위기 음악 젊음 경계 산책 관조 과거 기억 꿈 환기 의미 시간대 단층 시간 향기 세계 김광석 거리 정도 시와 대조 날 사랑 아픔 공감대 현대인 김광석 골목길 감각 충일 정서 회복 헤테로 토피아 환기 김광석 음악세계 김광석 거리 세대 초월 세대 공감 산책 지속 관조 환기 김광석 음악세계 김광석 거리 공동 운명 구원 시간 향기 그리움 미학 경계 산책 자로 김광석 시간 향기 청춘 방황 경계 산책 헤테로 토피아 김광석 음악세계 김광석 거리 자기애 즘 
29	2016	신경림 자신 작품 사회 시로 규정 개인 자아 탐구 사회 역사 삶 통찰 시 제재 시 개인 서정 이해 중심 권력 타자 차별 주변 지역 로 컬리 티 시선 필요 신경림 수몰 고향 1980년대 국가 발전 지상주의 관 성찰 작품 중심 권력 폭력 로컬 파괴 거주 사람 경험 방식 구체 신경림 수몰 위기 고향 방문 자신 과거 실존 차원 경험 고향 지리 사람 상황 감정이입 내부자 상태 수몰 지역 정체성 구성 본질 요소 이해 고향 내재 본원 특성 경계 바깥 연결 국가 권력 영향 고향 변화 형상화 궁극 신경림 기억 재현 수몰 고향 로 컬리 티 중심 시각 배제 수몰 민 분노 상실감 작품 타자 삶 복권 충주댐 수몰 마을 댐 건설 이전 남한강 변 경관 훼손 벌 형태 관광지 면모 낙후 지역 신경림 시 수몰 고향 로 컬리 티 충주댐 수몰 지역 문제 점철 상황 로컬 고려 중심 권력 발전 계획 제동 현실 실천 작업 신경림 수몰 고향 로컬 로 컬리 티 중심 권력 충주댐 
30	2016	제시 디지털 인문 지도 제시 디지털 인문 지도 법정동 단위 지역 역사 문화콘텐츠 맥락 도시 시계열 변화 한눈 파악 바탕 역학 기대 도시사 연구자 법정동 단위 맥락 정보 이용 지역 시계열 변화 현재 도시 토건 업자 건설 공학자 구축 건조 환경 지역 현안 관심 시민 디지털 인문 지도 지역 역사 바탕 도시 개발 과정 적극 개입 인문주의 인간 주의 도시 환경 참여 주목 역사 문화콘텐츠 국가 민족 거대담론 지역 천착 글쓰기 전환 도움 기대 이제 문헌 중심 역학 중심 미 시적 담론 구조 재배치 학문 협력 역사 문화 경제 사회 문학 예술 기존 개별 학문 진행 역학 정보기술 속도 발전 과학기술 적극 대화 시도 말 문헌 정보 중심 인문학 기술 발전 변화 인간 삶 변화 모습 탐구 국민 국가 형성 근대성 탐구 거시 담론 대상 디지털 인문 지도 시계열 변화 과정 인물 사건 관련성 통합 제시 역학 방향 개별 전문 통합 융합 전환 기대 역사학자 인문학자 지금 개별 단편 접근 자료 위치 정보 근간 시계열 시간 결합 사료 분석 정보 데이터베이스 도시 고고학 디지털 인문 지도 인천 학 지리 정보 시스템 역학 
31	2016	역사 기반 공연 콘텐츠 창작 사례 프랑스 역사 야외 극 심도 탐색 기존 연극 장르 구별 역사 야외 극 구성 요건 특성 분석 시사점 논의 프랑스의 역사 야외 극 고성 왕궁 성당 저택 역사 문화 유적지 경내 야외 무대 관련 역사 사건 인물 연관 이야기 공연 콘텐츠 재현 관중 교감 지역 축제 유형 프랑스 역사 야외 극 배우 연희 자 관객 관중 무대 공연장 소 연극 대 요소 역사 극 속성 외 지역 정체성 표출 지역 문화콘텐츠 특성 보유 제시 지역 문화콘텐츠 프랑스 역사 야외 극 특징 지역 주민 연행 주체 주도 참여 사극 연행 문화 기억 장 소감 드라마 플롯 구성 공연 콘텐츠 매개 지역 정체성 구현 결론 프랑스의 역사 야외 극 공연 콘텐츠 매개 로한 문화 자원 활용 지역 문화 사업 외부 전문 기획사 공연 제작 의뢰 지역 일방 이식 시도 관 주도 용역 사업 탈피 지역 주민 주체 사극 무대 배경 문화 기억 스토리텔링 재현 방식 접근 문화 기억 지역 정체성 공연 콘텐츠 고성 역사 야외 극 
32	2016	거리 디자인 매력 장 소성 
33	2016	논문 의식 개념 의거 윌라 캐더 길 여인 등장 인물 삶 고찰 시도 자유 위험 추상 몰개성 개념 대조 인간 의미 안전 지속성 개념 제안 경험 인간 개인 친밀 경험 인식 전환 전환 결정 역할 의미 부여 사랑 작품 길 여인 등장 인물 삶 인물 관계 인간 상호작용 불가분 영향력 동시 인간 상호작용 자연 영향 애착 의식 심도 거주 인간 관계 깊이 영향 형상화 레스터 대령 레스터 영지 고유 가치 땅 생산성 영지 고유 본성 존중 사랑은 인간 사랑 전이 부인 마리안 영향력 사람 존엄 생명체 가치 존중 어머니 대신 고향 레스터 영지 경험 닐 레스터 부부 자신 부모 레스터 저택 자신 집 의미 사람 땅 혼합 경험 인간관계 영원 안식처 의식 자리 마리안 의미 부모 역할 감당 레스터 대령 레스터 대령 보호자 역할 감당 상실 마지막 투기 아이비 세상 뿌리 경제 이윤 공동체 삶 파괴 주변 환경 사람 고유 가치 훼손 고립 자기 파괴 인간 친밀 경험 사랑 내면 의식 자리 안전 의식 거주 인간의 삶 생명 작품 확인 의식 사랑 레스터 영지 고향 
34	2016	서울 시대 젠트리피케이션 속도 분석 목적 선행 검토 젠트리피케이션 발생 시 상업 업종 변화 특징 파악 근거 젠트리피케이션 시점 분석 연평균 증가 사용 대상지 간 변화 속도 비교 분석 결과 개 대상지 젠트리피케이션 발생 시기 1990년대 이전 2000년대 2010년 이후 구분 발생 젠트리피케이션 과거 속도 확인 2000년대 이후 서울 관찰 젠트리피케이션 주거 지역 린 상점 지역민 외부인 변화 변화 이후 발생 젠트리피케이션 대상지 발생 성변화 속도 조절 린 상점 보호 상생 정책 논의 필요 상업 가로 젠트리피케이션 소매업 상업 빅 데이터 
35	2016	본고 1930년대 식민지 조선 중심 현덕 소년 소설 로 컬리 티 고찰 식민지 조선 소년 어른 보호 통제 유일 독립 주체 화해 골목 로 컬리 티 불우 가정환경 인해 소외 배제 마이너 티 로컬 고찰 현덕 소설 소년 주체 골목 로 컬리 티 인식 차원 확장 권력 의미 추적 마이너 티 환경 포괄 개념 지역 특성 인간 삶 근본 의미 가치 발견 단계 고찰 로컬 정체성 본질 구성원 경험 변화 구성원 차이 사실 현덕 소설 소년 로컬 전락 식민지 조선 배회 내야 양가 세계 인식 근대성 바깥 존재 타자 이자 근대 성찰 관찰자 주체 성장기 소년 로컬 공통 주변 소수 타자 존재 개념 소년 자신 현실 존재 감 확인 자아 정체성 확인 심성 도구 골목 반면 1930년대 식민지 조선 소년 학교 근대 인식 차원 확장 권력 의미 소년 불우 상황 학교 선망 근대 사고관 입각 지향 의식 로컬 봉건주의 전통 주변 인 좌절 욕망 경험 사회 주체 소년 자체 정체성 확립 직전 미 성숙 단계 마이너 티 로컬 상태 현덕 골목 로 컬리 티 마이너 티 식민지 조선 양가 세계 인식 
36	2016	
37	2016	기억 역사학 사회학 도시 중 개념 등장 도시 미시 시선 해석 방법 내부자 기억 기억 기억 중심 형성 시각 구조 특성 해석 내부자 입소 체육인 대상 개방 인터뷰 진행 빈도 분석 의미 연결 망 분석 이용 분석 결과 내부자들 의미 특정 중심 태릉선수촌 회상 이중 출현 빈도 대상지 상징 역사 관련 인터뷰 대상자 태릉선수촌 훈련 장 이전 삶 인식 외 공식 기록 등장 불암산 훈련 코스 태릉선수촌 이해 향후 보전 가치 기억 집단 기억 문화 경관 정체성 의미 연결 망 
38	2016	상호작용 기반 소리 미술 구현 1960년대 후반 활동 대표 세대 소리 미술가 막스 뉴 하우스 동시대 작가 자 카디프 대표 작업 중심 뉴 하우스 대표 세대 소리 미술가 1960년대 후반 공공장소 소리 설치 퍼포먼스 소리 상호 관계 장소라 주제 개진 뉴 하우스 소리 경험 방식 제시 소리 미술 지속 탐구 작업 미술사 상대 주목 특정 미술 범주 논의 뉴 하우스 작업 소리 매체 활용 동시대 작가 카디프 작업 소리 미술 형태 특징 고찰 미술사 계보 뉴 하우스 소리 상호작용 상황 관람자 제시 소리 풍경 집중 퍼포먼스 진행 공공장소 소음 발생 재구성 방식 카디프 영화 시나리오 연출 가상공간 청각 구현 참여자 실제 가상공간 복합 시공간 경험 카디프 작업 청각 지각 소리 구현 구축 사유 경험 야기 인해 소리 미술 상호 관계 수반 실제 층위 가상공간 구축 경험 방식 점 막스 뉴 하우스 사운드 아트 사운드 스케이프 자 카디프 특정 
39	2016	논문 도시 빈곤 이면 작용 노동 시장 과정 일자리 미스 매치 실태 고찰 효과 기반 노동 시장 개입 고려 지역 노동 시장 지역 분석 광역 대도시 지역 노동 시장 성과 실업 변화 노동력 수요와 공급 불균형 근로 조건 미스 매치 역동 상호작용 결정 결정 과정 지역 노동 시장 차별 고찰 우리나라 대도시 고용 교외화 과정 미스 매치 인적 자본 요구 수준 취업 기회 산업 선택 특성 노동 집단 차별 영향 초래 점 분석 결과 과정 개별 지역 노동 시장 고유 과정 작동 바 도시 빈곤 일자리 미스 매치 노동 시장 과정 연계 문제 해결 노동 시장 개입 추진 노동 시장 기반 기반 정책 필요 도시 빈곤 일자리 미스 매치 기반 정책 광역 대도시 
40	2016	항만 도시 인터페이스 항만 배후 단지 
41	2016	글 목적 일상 개념 중심 개인 로컬 로 컬리 티 관계 방식 양상 장률 영화 경계 중경 이리 경주 텍스트 개인 일상 불안 환상 재구성 과정 로 컬리 티 연관 결과 장률 환상 방식 일상 회귀 개인 자신 계급 정체성 인정 개인 언어 환대 모습 단절 일상 상호 교차 회복 희망 영화 로 컬리 티 각인 개인 로컬 관계 방식 의존 말 로컬 상하 관계 크기 변화 유동 개념 점 주목 행정 구역 구획 국가 제유 정의 규정 의거 개인 자신 로컬 생산 글 주체 자리 개인 주변 인 로 컬리 티 생산 확인 주체 소환 모색 장률 경계 중경 이리 경주 로 컬리 티 일상 개인 
42	2016	근대 도시 경성 문학 재현 의미 본고 염상섭 무화과 강점기 도시 경성 고찰 고찰 방법 에드워드 제시 요소 물리 환경 인물 활동 의미 장 소감 항목 점검 배경 가정집 일터 규율 착시 무화과 인물 집 유치장 병원 백화점 극장 대조 인물 집 행복 가정 감 일터 자아실현 감 성취감 일터 신문사 인물 일 눈치 돈 골몰 모습 일탈 탐닉 경성 극단 구획 대조 장 소감 유치장 극장 보니 인물 경성 현실 염상섭 무화과 표현 소외감 감정 조선 일제 강점 작업 비판 도시 식민지인 소외 의식 망국 고도 식민지 근대화 표본 서울 작가 서울 감정 표현 염상섭 무화과 장 소감 물리 환경 인간 활동 의미 
43	2016	조정래 아리랑 배경 김제만 경평 김제만 평야 농민 일제 토지 수탈 기만 정책 만주 연해주 하와이 등지 비극 이산 감행 만주 연해주 이주한 사람 전 농업 경험 기억 농사 중국 러시아 사회 정착 하와이 사탕수수 노동자 사람 몸 체득 부지런 기질 미국 사회 정착 일본 강점 홋카이도 남양군 도로 강제 징용 징병 명 청장년 처녀 대부분 행방불명 아리랑 호명 이름 사람 사람 지만 복 박용 복 실 이 기억 망각 지층 신채호 나철 홍범도 김좌진 박영 김원봉 항일 운동 독립 투쟁 실재 인물 집단 기억 대상 송 수익 방영 광민 민초 적극 참여 희생 일 명 허구 인물 실재 인물 실타래 사실 구현 작가 조정래 김제만 경평 사회 공론 장 확대 모색 김제만 경평 중심 만주 연해주 홋카이도 하와이 확장 김제만 평야 개인 애착 강제 노역 이산 슬픔 반쪽 해방 기억 장소라 점 조정래 아리랑 김제만 경평 전 농업 디아스포라 기억 
44	2016	
45	2016	영도 다리 형성 요인 규명 방문객 가치 인식 영향 분석 분석 자료 근대 산업 유산 관광지 부산 영도 다리 방문객 대상 수집 구조 방정식 모형 사용 분석 결과 가지 의미 결과 도출 가지 형성 요인 의미 요소 물리 요소 순 영향 행태 요소 영향 영도 다리 방문객 가치 인식 영향 방문객 구성 요인 역사 지각 결과 토대 영도 다리 방문객 지속 유인 가지 실무 시사점 제시 가치 인식 산업 유산 관광지 영도 다리 
46	2016	일반 현존재 하이데거 해명 주저 존재와 시간 현존재 분석 집약 전회 이후 저작 현존재 하이데거 숙고 발견 언어 사유 중 시 하이데거 방식 현존재 해명 해명 글 현존재 하이데거 시적 해명 이란 주제 시적 해명 현존재 언어 말 거주 말 대꾸 시 자신 세계 고유 조화 자 제시 현존재 존재 본질 연관 시 시 언어 말 순수 말 해진 관련 시 존재 울림 근원 언어 말 현존재 경청 대꾸 게오르크 트라클 시 하이데거 논 존재 터 현존재 연관 점 현존재 시적 해명 하이데거 초기 사유 제시 연속 글 연속 제시 동시 관련 주제 의 시 해석 논 현존재 존재 언어 시 
47	2016	식민지 시대 한국 근대 문학 일 국적 차원 동아시아 지형 위 총체 목적 국가 민족 단위 한정 한국 근대 문학 대상 관점 확대 근대 한국 문인 상해 이주 경험 주목 한국 중국 중심 동아시아의 역사 문제 이해 토대 당시 한국 문인 상해 사상 지점 문학 지향 형성 총체 방향 식민지 시대 한국 근대 문학 외연 확장 급변 동아시아의 역사 상황 한국 근대 문인 대외 활동 문학 활동 국제주의 시각 이해 의의 식민지 시기 망명 독립 운동 차원 상해 이주 한국 근대 문인 이산 경험 실증 규명 서구 근대 정신 문명 세계 인식 표상 상해 도시 문화 성격 당시 한국 근대 문학 유입 이해 논문 식민지 한국 근대 문학 중국 상해 거주 내부자 외부자 시선 자발 강제 제국주의 억압 조선인 이주 상해 역사 주목 식민지 시기 한국 문인 상해 인식 논의 30년대 상해 한인 사회 역사 형성 한국 문인 창작 활동 실증 규명 독립운동사 맥락 식민지 시기 상해 이주 한국 문인 근대 인식 상해 한인 사회 디아스포라 의미 당시 상해 중심 형성 대학 한국 문인 교류 영향 관계 논의 호강 대학 강 대학 화동 지역 대학 역사 교육 방침 상해 지역 유학생 회 조직 활동 개괄 정리 논문 식민지 시기 상해 지역 한인 사회사 상해 중심 전개 중국 근대 역사 변천 이해 토대 근대 상해 이주 한국 문인 정치 사회 활동 상해 중심 중국 근대 인식 실증 규명 초점 상해 중심 근대 중국 인식 상해 이주한 한국 문인 문학 활동 영향 반영 이해 근대 상해 이주 한국 문인 상해 인식 상해 배경 문학 작품 사회 역사 의미 총체 궁극 제로 설정 호강 대학 강 대학 상해 한인 사회 디아스포라 상하이 동아시아 중국 주요한 주요섭 심훈 김광주 한인 사회 디아스포라 
48	2016	인간 자연 공존 생태 조성 전라북도 산림청 국내 최대 규모 해안 수목원 국립 새만금 수목원 계획 산림청 새만금 수목원 조성 계획안 지역 문화 고려 부족 전시 시설 중심 계획 생태 복원 지역 문화 치유 정체성 확립 요구 기존 새만금 수목원 계획 스토리텔링 영역 바탕 설계 대안 수립 이론 틀 구축 스토리텔링 기법 적용 연속 확보 스토리텔링 영역 스토리 맥락 담론 구분 새만금 수목원 설계 스토리 주변 환경 연결 담론 도출 다음 수목원 설계 단계 명명 연속 수집 스토리텔링 기법 적용 갯벌 생태 천이 지역 문화 치유 동선 설계 도출 스토리텔링 기법 적용 향후 새만금 지역 문화 생태 복원 제시 갯벌 생태 천이 지역 문화 스토리 맥락 담론 
49	2016	시인 유치환 경주 체험 중심 삶 전기 부분 복원 시 구체 체험 반영 감수성 차원 탐색 경주고등학교 제자 서영수 글 청 시인 경주 자료 청 맥 동인 유치환 교장 당시 경주고등학교 교사 재직 시인 김해석 시인 아내 산문 허만하 저서 청 풍경 보조 자료 활용 경주 시절 시편 잠자리 석굴암 비정 초시 간성 소재 영겁 이란 목숨 반증 존재 순수 허무 의지 경주 시절 유치환 창작 최고 명 시인 고분 경주 황 오리 호 총 시가 특유 정체성 감수성 서정시 시간 순차 단계 삶 진행 말 조형 시간 성 성취 경험 조성 유치환 시편 고분 서정주 윤회 연기 시학 맥락 측면 시 경주 체험 시 사면 불 윤회 사상 별개 회향 삶 의식 수반 서정주 신라 정신과 유치환 경주 체험 신라 선험 고향 시정신 표상 서정주 신라 정신 역사의식 자각 자신 시집 시간 감수성 반면 유치환 체험 경주 서정주 관념 시간 의식 자리 신라 영속 매개 개념 경주 삶 직접 뿌리 실존 거점 개념 정체성 시 동시 지리 감수성 환기 조건 유치환 경주 경주 체험 감수성 
50	2016	튜브 파이프 인 발 온도 정확도 소망 자동 생성 기법 
