ID	abstractauthor keywordsindex keywords 
15	farm systems activities e.g manufacture activities food production represent example integration nature maintenance development adaptations situation advancements policy cap preference project fund cover program challenge integrate participatory plan people work strategy development leader action tool development policies.in attitude model activities questionnaire basis attitude model distribute community area municipalities equation model sem result factor influence attitude difference responses farmers artisans community.in addition strategies development area line people perception strategies strengthen residents community system turn preserve ecosystem service action increase cohesion citizens institutions community creation network prerequisite action group program strategy development.the novelty work lie use definition leverage point meadows classification systems meadows .this focus activities point recommendations planners policy makers perspective today innovation participatory plan perception resilience development landscape policy participatory perception development plan development italy 
16	sustainability science conceptualise plan range commitments practice take constituent discipline issue base idea device sustainability sciences work reflection innovation inform reflect concepts series arguments relationship sustainability science perspective sustainability positivist ontologies entail retreat particularism description coherent attempt explanations claim imply sustainability science interactions scale location caution issue deliberation marginalise knowledge institutions norms placeless ideas cash issue domains biofuels governance management marine governance ecosystem energy transition climate change end sustainability science entail relentless focus context fluid network form point investigation modifiers mechanisms policy interdisciplinarity risk governance placebiofuel article climate change cost benefit analysis development ecosystem impact plan priority journal resource management science interaction 
17	number perspectives sustainability sciences decades role sustainability science vice versa topics interest resilience adaptation range co-production knowledge development threats change attention multiscale concept share number communities tradition traditions ways example sustainability science traditions integrate knowledge nature society scale use number concepts system system interactions areas scale analysis concept traditions focus struggle power control equity factor shape work intersections offer potentials interest communities number space/place discourse scale sustainabilityadaptation article climate change community aspect sustainability knowledge politics science society technology 
18	mitigation policy construction harden gray infrastructure interest policy support use infrastructure decades engineer trend factor mainstreaming factor affect decisions conduct individuals case ferry point park shoreline maryland surfer point manage retreat california point carolina ground theory analysis transcripts theme decisions perception benefit cost diffusion innovation lead innovators champion network norms ground theory decisions innovators organization staff and/or state government resource managers influence successes trust experts benefit coastlines heritage innovators champion get others interest addition analysis role permit requirements control innovations pass policy help address bias change option option analysis infrastructure infrastructure prefer option result opportunity harness heuristics demonstrations message trust persons addition policy tool mainstream result heuristics lead underuse use policies policy maryland control bias realignment decision management heuristics infrastructure resource management innovation public policy hazard mitigation realignment diffusion innovations management heuristics infrastructure organizations structure decision management community structure decision engineer analysis factor management heuristics carolina state 
19	paris write cities language travel experience image discourse tourism realities imaginaries ways travel tourism scholars analyse form travel analysis experience attention tourism travel texts language travel analyze experience paris use hermeneutics analysis paris experience emerge narratives transformation experience home belong nostalgia interpretation non-fiction travel narratives author connections experience artifacts film need tourism lens travel tourist experience travel writers explanations descriptions experience tourism taylor francis.hermeneutics tourism experience travel bookspsychology tourism market tourist tourist destination travel behavior france france paris paris sais 
20	extent undergraduate students learn fieldwork barcelona spain group students series learn situations peer engage turn experience deeper field trip capture experience students result use domain krathwohl experiential learn reflection mezirow students progression case regression krathwohl taylor domain experiential fieldwork krathwohl education student barcelona catalonia catalonia spain 
21	journalism state capital perth discourse perpetuate racist people custodians people media voice observers countries shift journalism journalism concern globalisation shift template investigation project journalism students community organisations australians connection inform journalists character work people way journalists career help people media people journalists practice application journalist imagination journalism action habitus education teach journalism media collaboration media representation voice voice pierre bourdieu service sotl 
22	environments health wellbeing article experience residents towns england promote wellbeing context conduct contribution vary experience life course personalise activity map use accelerometer position system gps use sample combine case deem offer experience relationships situate adaptation landscape framework article experience contribute areas connections coastline stretch perceive cater need interest scale intensities need people deeply embody share connections coast management policy practice efforts land-sea value experience link fluidity geo-narratives england landscape zone gps health status landscape quality life accelerometer article experience position system health promotion seashore kingdom adult age environment health status age satisfaction sea communication england kingdom adult age age environment health status humans age narration satisfaction 
23	ecosystem service value gain reflection enhancement culture heritage identity ecosystem service environment task value judgments quantify methods value service value whilst methodologies service argue methodology way value information methodology stakeholder view value marine areas park vancouver area beauty chichester harbour relevance use methodology valuation mechanism type justify whilst highlight advantage tackle value intangibility information structure methodology areas factor value stake holders include areas world spirituality freedom refuge use methodology information methods capacity springer media value ecosystem service marine areas park methodologyarea beauty relations service marine environment marine park park columbia chichester england pacific park reserve kingdom sussex 
24	people construction quality life residential care facility domains inquiry employ collection techniques group journals people care facilities people stag collection avail involvement base analysis iqa procedures judge cause relationships domains health meaningfulness relationships yield model people present system comprise feedback systems ability spirituality meaningfulness context influence feedback systems aspects people contributions article conclude recommendations implications model springer media society isqols model systems analysis people life care facilities 
25	hurricane sandy strike state october devastate communities york implement home buyout program facilitate relocation residents areas risk future hazard home buyout program policy tool disaster mitigation factor influence homeowners program use mix methods assess relationship community resilience relocation decision communities majority residents decisions pursue buyout sample residents beach rockaway park communities city participate community survey in-depth result community resilience relationship community residence decision lead responses decision community factor history disasters norms responses implications disaster policy discuss society community adaptation community resilience disaster recovery home buyout hurricane sandy postdisaster relocationadolescent adult age cop decision demography disaster house hurricane male age york questionnaire adult adolescent adult age age storm decision disasters house humans age york city residence characteristics resilience survey adult 
26	inhabitants area state rio janeiro brazil order knowledge particularities area activities environment community perceptions localities lagos analysis help development geoconservation activities area locate geopark costões rio janeiro consider community perceptions sit awareness matter help development geopark development area plan policies progress consideration need communities topics geoconservation activities area land use plan biodiversity mobility monitor strategy awareness wastewater urbanisation geotourism waste activities association conservation heritage.community perceptions geoconservation geopark zone management conservation management activity park management perception policy development brazil rio janeiro brazil 
27	build settings source debate identity area build add discussion regard integration build concern scholars institutions analysis settings build areas way distinctiveness juxtaposition freestyle base detail review discussions arguments integration build settings character settings build settings diverse examples countries discussion subtle nuances juxtaposition regard copyright locke science company inc. reserve .architectural analysis record review lacuna 
28	bluespaces experience age wellbeing seniors island auckland area zealand photo-elicitation seniors age argue bluespaces metaphors turn help wellbeing conclude island settings challenge seniors isolation lack advance care qualities bluespaces secure tie bluespace zealand population island age age article bluespace climate change name island landscape modification male zealand phenomenology priority journal society summer topography tourism environment mental health zealand north island waiheke island age age age environment humans islands health zealand 
29	article context factor use gather leisure author survey conduct residents detach house estate range public gather leisure prove use public category reinforce house estate role factor attachment condition factor ones relationship territory university faculty geography studies.place factor facility mazowieckie poland mazowieckie 
30	article piece folklore susquehanna centuries legends jack cherry joe mccreery combine history ecocriticism argue stories mythology attention collection frontier narratives juniata jack joe mccreery create geography susquehanna storyline heroic experience combine landscape connect residents point access region history frontier violence resource extraction copyright pennsylvania association.cherry tree joe mccreery henry shoemaker jack pennsylvania folklore susquehanna valley uriah jones 
31	media remember exercise past ways record ways past share information e.g. camera phone photos check-ins selves use life narratives hang moment technology experience pasts media ways information communicate multiple aspects situate analysis memory media conduct order analyze use media associations experience create nostalgic notions memory work mediate memories shape media memory author media 
32	experience women focus constructions home belong constructions security security immigrants home home contest article experience women paradox home security security home springer media immigrants integration security womenmigrants experience race security womens status canada 
33	state governments billions dollars program address nonpoint source pollution work landscape attempt farmers conservation practice enroll conservation program work management decisions contexts accomplish objective use mail survey methodology landscape factor component analysis function subcomponents identity conservation behaviors insights applicability theory work conservation behavior b.v.conservation behavior farmers component analysis conservation landscape conservation practice conservation program farmers management decisions source pollution agriculture 
34	factor production site characteristics determinants farmers biofuels oil palm production contract philippines farmers participate production biofuel crop oil palm state organizations others look smallholders construction environment decisions production contract base survey respondents communities province palawan use regression analysis illustrate smallholders worldviews variables roles decisions biofuels oil palm production contract worldviews perceptions crop production contract case oil palm b.v.biofuels contract farm worldview ethnicity decision-making jatropha oil palm palawan construction environmentagroindustry biofuel crop production decision analysis farmers perception regression analysis smallholder impact mimaropa palawan mimaropa palawan palawan prv philippines jatropha 
35	children experience frame children agents culture world collection strategies school children home discussions representation activities children parent children kinds children hide closet blanket children activity hide children control rule home environments hide children security play creativity childhood educators children hide activities identity springer media agency home environment identity preschool children 
36	extension hosany development scale measure diversity intensity experience destinations destination emotion scale des des items dimension joy surprise des psychometric properties scale use tourists destinations thailand scale procedures validation result unidimensionality convergent des discriminant emotions des tool marketers researchers responses destinations author intentions destination emotion scale scale validation thailand experiencesmodel validation tourist destination jordan maan petra thailand 
37	article way society manage use brand cause opinion rapprochement brand communication rhetoric interpretation transformation brand possibilities dimension brand relationship experience simon bolivar reserved.environmental communication identity phenomenology brand 
38	perceptions conceptions change gecs guide strategies management action tourists conceptions perceptions conceptions tourists knowledge tourists contribution gecs verify frequency media tourists information influence gecs marine environments structure questionnaire tourists correlation knowledge conceptions tourists sea tourists role gecs point action contribute gecs questionnaire tourists gecs coastal environments tourists role gecs society marine education strategies tourism perceptions conceptions change marine zone ecotourism change marine environment perception tourist behavior brazil sao paulo brazil 
39	blow provence tranquil region france transformation challenge history art work claude monet cap paint monet visit town antibes help change artists fin-de-sieácle france blow sea sensory impression relentless force paul gauguin arleásiennes women thick coat reach hand face violent gusts feature provence weather phenomenon help people region face culture vincent van gogh figure depict image interconnections provence farm landscape wind power humans paint sky tree state agitation composition change history perspective psychology france coast france provence 
40	children users areas childhood experience shape adults value project ascertain children use perceptions villages cape south children environment play focus areas factor influence children use safety increase consumption media restrictions state reveal south level violence women children use knowledge bring concern children identity world springer media york.children perceptions use nature play safety south africa 
41	community part life city dwellers analysis community experience residents nevada city pattern cities context—is exaggerate case community life spheres community gather city neighborhood community base proximity community affinity connote group interest citywide community ground coherent identity interpret function community scale analysis city las connection level community help scholars planners geographers concept community landscape cities production relations springer media community community methodology identityearth sciences community community methodologies identity plan 
42	impact tornado strike heart community canada august questionnaires issue recovery explore feel loss worry result change landscape outcomes share experience disaster cohesion optimism persist honeymoon phase predict discussion disorientation reorientation relation experience disasters ltd.disaster recovery disorientation/reorientation aesthetics attachment 
43	geography music discipline subfield geography music geography region sound call music introduce topics music geography call attention fact music turkey music geography folk music point focus carney consider theme geography location region identity location interaction movement folk songs repertoire radio television corporation pay attention theme geography part turkey interpretations term perspective geography concepts songs theme geography result folk music reflect notion region fact compare vicinities altitude mountains notions songs term folk songs deal drought summer turkey surround seas folk songs character properties character locations addition folk songs languages dance customs traditions elements areas areas change transformation process ahmet university reserved.geography geography folk music folk songs music geography 
44	madagascar constellation taboo form institution culture class group affiliation educational researchers credit change mechanism disturb taboo others taboo assess change taboo stability systems time use case taboo madagascar aspect life lens stability time describe food malagasy madagascar stability taboo address claim regard erosion use material aid interpretation stability adherence framework taboo course follow-up mediate migration modernization spread religion number level adherence presence group migration decrease number rat nonadherence modernization shift increase number taboo individuals individuals religion denomination number adherence ways change stability taboo complex migrants inhabitants maintain adherence taboo author .bushmeat conservation policy change hunt immigration migration modernization religion change hunt immigration modernization nature conservation policy religion change madagascar 
45	relationships perception residents tourism development conservation efforts involvement support valley world heritage site whs belong involvement residents activities whs act mediator perceptions questionnaire survey administer students school valley questionnaires equation model apply resultant use software result reveal perceptions residents support whs relationship residents perceptions indicate involvement play role relationship residents perceptions contribute youth perceptions tourism development plan conservation program authorities increase involvement residents support promote status whs enhance belong community malaysia residents perception world heritage site youthconservation management heritage conservation perception questionnaire survey sustainability tourism development world heritage site population malaysia perak west malaysia 
46	age policy ideal life age countries notion home concept diversity condition people conduct faroe ocean winter spring people island communities area context mean support assumption people home home concept people family history connections condition home people communities city mean home older population population condition comparison faroe islands 
47	describe media composition technology ecology literacy ways selfe al. dmac development environment media train dmac theories practice rituals language literacy project equity inclusion disruptions power structure recount evolution dmac literacy project classroom write assignments influence acquisition digital literacy ecology create field media composition dmac neighborhood technologies development experience dwell literacies ecology literacy power development practice technology gateway 
48	task weeks studio motivation students possibilities probabilities relationship topography architecture task introduce students depictions narration intermingle layer name passages depiction curiosities astonishments layer multiple depiction experience people task experience build program task need students concept students things topography curiosity focus text experience order curiosity briefly experience trigger architecture release students curricula something curiosity astonishment grind bihter almaç ayse zeynep reserved.design education philosophy architecture poetics 
49	identity negotiation experience generation immigrants integration society generation immigrants language skills host practice extent member mainstream society generation immigrants knowledge host practice language skills host country migrate age people matter language way life appearance anglo-australians sight expectations group basis generation illustrate shift identity identity majority respondents environment contexts identification culture culture identification belong discuss implication theories acculturation hyphenate identity identity negotiation shift identity 
50	residents identity attitudes tourism deploy survey residents state self-efficacy affect residents perceptions support tourism tourism exchange theory tool predict resident perceptions attitudes quality exchange resources get gauge resident perceptions attitudes identity theory underpin recommend identity theory exchange complement resident attitudes tourism development attitudes survey perception tourism development society state 
51	convey information rodents environments network muscle receptors neurons factor integration sensations coordination coordinate dynamics coordination dependency condition introduce track sniff locomotion video record mice exploration arena parameters modality dependency exploratory modes exploration inbound locomotion speed correlation sniff whisk inter-whisker correlation inter-whisker coordination high-correlation low-correlation state fraction time high-correlation state outbound exploration modes mode coordination process control coordinate loop motor-sensory network taylor sensation coordination track sniff whisk ecology correlation condition locomotion activity rodent sensory system rodentia 
52	education help students feature practice cities value practice mean conduct educators students education program york city narratives educators mean help students aspects cities imagination environment mean nurture experience environment interactions program communities development students identity scott peters identity mean york city education 
53	city address priorities perception planners policy makers experience users translation concept ecosystem service citizens process ecosystem service subset service form statements statements park users use methodology emerge "love" nature "recreation" connection relaxation value ecosystem appreciation ecosystem subservices recreation air quality control awareness type users term park perception planners green b.v.ecosystem service perception methodology park 
54	concept tool sciences humanities work collaboration start point archaeologists skills relevance communities knowledge archaeology engage dialogue line material remain traditions fieldwork islands vanuatu landscape conversion use kind part survey work feature mission sit areas cartographic techniques engage environment communities perspectives colonialism pacific limit past incorporate use traditions university hawai press.community archaeology archaeology landscape archaeology map melanesia missions traditions tradition landscape change landscape evolution knowledge pacific ocean pacific tanna vanuatu 
55	streets part transportation system traffic streets way serve range activities addition traffic become use way street something transport infrastructure transformation street people range creativity endeavor way street article discuss phenomenon street case street semarang city reason case pahlawan attract people activities process street repeat reciprocity street people relationships imagination contain inspirations people imagination form essence street grind edi purwanto edy darmawan imagination creativity people vitality 
56	bear raise writer desert landscape southwest nature writer environmentalist defender wilderness idea home analysis abbey correspondence journals home shape experience muse home component center self-identity express profound southwest feel alienation pennsylvania ideas home framework articulate commitment preservation wilderness defense copyright pennsylvania society.biography analysis environmentalism 
57	humans plant animals junctures mobility sensuality impressions anthropology help humanature events dichotomies divisions experience multispecies practice devices textures soundscapes species ways privilege agency actors endeavor discuss article accompany video ways world forefront collins trinh effort intervention call ethnography favor realm explore share ethnography intervention film methods multispecies poetry proprioception anthropology silver river silver spring video 
58	relationship factor value willingness pay amount conserve site use hong kong case city immense tension conservation development term value measure heritage conservation design/methodology/approach evaluation rat valuation estimate hong kong citizens pay wtp conservation police station compound result survey extent site identity inclusion community participation wtp amount respondents use site work location education level amount conservation project reason insights heritage policy enhance relationship factor value wtp amount tool value heritage site supplement experts decision-making enhance participation partnership model heritage conservation insights policymakers planners perception value heritage conservation cities redevelopment pressure emerald group heritage evaluation hong value willingness pay 
59	interest emerge regard education students mobility dispersion rhetoric student exist institutions notion students experience university ways time accord circumstances use conduct university portsmouth students students location methodology discussions city recognise relationships students locations tendency focus transition university ignore students pressure pathway pressure change insecurities amongst peer group lack confidence concern practice attention students associations location elsevier education student mobility studentification university studentshigher education mobility student university sector kingdom 
60	concept attachment discipline measurement use participation gi map methods south australia result map benchmark future practice map landscape value ppgis comprise value home range home location influence attachment provide guidance map future variability attachment map landscape value area measure area attachment influence roles farm conservation home location contexts distribution map landscape value value home range map attachment half landscape value area map attachment livelihood value indicator dependence value indicator identity map area attachment region intensity value home range assessment attachment value home range distort edge coastline ppgis knowledge gap suggestions ltd.home range attachment ppgis analysisgis landscape analysis distribution australia 
61	co-creation tourism range ways consumers create service products activities portion range tourism experience concentration co-creation tourism products elements environment milieus tourism article concepts extend co-creation concept experience tourism site relation dimension tourism experience base analysis discussion survey center macao ltd.co-creation macao tourism experience value framework heritage tourism tourist tourist destination china macau 
62	municipalities adaptation resilience plan biophysical buffer capacities interactions well-being dimension assessment focus park use function mean result categories ecosystem service assessment use mean parkland pilot acres waterfront neighborhoods york city jamaica area hurricane sandy observation activities use structure park users form nature recreation activities support tie park use interactions humans ecosystem service resilience service others assessment technique recreation relations assessment resource managers management and/or resilience plan sit waterfront areas way ecosystem service mean management resilience plan ecosystem service park management resilience plan meaningarticle city plan resilience activities resource priority journal quality control park interaction socialization area wetland 
63	base theory principles interpretation reality guidance system visit strategy tool heritage guidance activities enhance visitor visitor group no-guidance compose university students adopt reality guidance performance group result visitors guidance learn factor contribute formation majority visitors attitudes use ar-guidance reality informal guidance 
64	concept represent emotions commitments settings concepts influence visitors challenge landscape estonia change visualize representation practice tourism change perceptions experience visitors destination experience motivations tourists bring aspirations base interpretation landscape visit qualities desire experience use bott development scale measure dissertation colorado state university fort scale influence socio-demographics change propose bridge holiday experience regressions country scale explain variance change developments increase development holiday experience country predictor memory scale sociocultural power change experience tourists taylor change future experience placeculture change tourism tourist destination estonia saaremaa 
65	tourist experience morecambe lancashire concern connections reactions seaside resort visitors consist repeat visitors resort visitor demographics perspective view population reveal role sea seascape visitors environment lie heart experience centre theme nostalgia wellness spirituality exposure seafront connection something endure provoke uplift respondents value visit part identity tradition seaside part childhood family something share children future attachment morecambe refer seasideness elements analysis ipa tourism 
66	participation tourism rurality countryside source fulfilment tourism experience offer dimension context address gap tourists district explore extent respondents spirituality relationship experience participation tourism responses reveal respondents lake district openness spirituality tourism activities experience respondents description/interpretation experience beliefs experience engage landscape part activity responses experience tourism rurality spiritualityecotourism landscape psychology area cumbria district kingdom 
67	prominence media influence relationships base argue media relationships ways feature affordances medium practice outcomes relation history media progression focus applications experience section qualities media media interactivity mobility vocality user navigation insideness defamiliarization refamiliarlization interaction ways media enhance copyright igi global.location base service media devices media devices telecommunication systems telecommunication service media media navigation interaction relationships practice location base service 
68	casino impact perception cip residents sop prosperity casino destinations conduct influence knowledge gap presence influence casino china casino center world structure questionnaire survey macao residents result sub-dimensions factor cip factor influence ones cip factor socio-demographics i.e age status income education occupation control sop contribute knowledge influence cip sop policy implications management asia tourism association.casino destination casino regression model placeperception policy questionnaire survey regression analysis tourism management tourist destination china macau 
69	scholarship tenure quality experience characteristics sop communication contribute mean attachment work premise communication exposure communication park contribute visitor attachment use survey park visitors park elements result communication contribute sop variables concept implications discussed.communication park meaningcommunication framework park 
70	discussion use outdoor environments person components learn identities community issue cycle disadvantage article impact interpretation school learn school australia develop self-esteem engagement factor support learn result indicate strategies school promote self connections turn help dimension attachment mean implications plan impact school teach learn case school identity nurture school classroom institute outdoor school nature belong 
71	hamilton ontario age longevity residence evaluations evaluations immigrants individuals pattern williams williams work evaluations immigrants residents gender hamilton size cities prince edward island measure status gender hamilton saskatoon vary accord immigrant status length residence canada age income neighbourhood length residence city sit telephone survey use compare evaluations group order regression model sop result immigrants rate sop counterparts hamilton residents rate sop saskatoon residents residents individuals income level residency cities concern evaluations attention need nurture immigrants connection home author .canada gender immigrants size cities 
72	article characterize recreationists areas text discussion leisure experience constitute determinant relationship park analysis categorize outdoor enthusiasts belong identity park privilege socialization traditions mythology leisure experience base contact provide experience transform build behaviors commitment care environment nature revista geografia grande tradition outdoor recreation area basque country bizkaia 
73	conceptualisations reconsider mobility dynamism evoke responses notions resonance realm education discussions influence students university recognise perspective students notions trajectories students disruption identity dislocation wider students non-students memory-laden process lens student conceptions city students john wiley sons education students student geographies mobility studentshigher education mobility student kingdom 
74	landscape war conflict battlefields constructions memorials graveyards part iconography state sake aspects history culture time day narratives part process reproduction representation landscape mean nothing part discourse interpretation practice associate discourse act frameworks combinations narratives concepts ideologies practice realm action constrain constitute limit ideas practice article factor interpretation practice landscape war discuss factor mark name controlling.battlefields landscape perspective iconography memory geography attitude 
75	history archaeology landscape value towards landscape create elites article concern wealth landscape archival closer write landscape dwell period particular think material invite landscape historians term movement landscape scale article attempt dialogue landscape work ways bridge gap areas landscape heritage create people activities argue recast commonplace feature field boundaries—as part landscape heritage source mean afford extant landscape heritage practice customs memories rituals performances people landscape group period history landscape heritage landscape house condition landscape history modernity perception work history kingdom 
76	development roads focus development project sub-region conduct savannakhet lao pdr road development impact livelihoods livelihoods mobility concept result road development people mobility road development change gender norms women men taylor development policies diversity livelihoods aid development project labor migration mobility road laos savannakhet 
77	network towns cities food movement cittaslow food reject standardization culture taste accompany globalization focus strategies town terroir clonakilty town thirty miles cork ireland city convey town restaurants selection menu items food result restaurants efforts restaurants hotels town restaurants food use food suppliers society york.cittaslow clonakilty food corkfood market globalization cork county cork county cork munster ireland 
