Id,Label,timeset,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
52,pay,,57,4,0.415418,0.442455,187.701561
53,cycle,,50,4,0.417594,0.443239,174.106979
54,site,,106,4,0.460964,0.490329,8703.474691
55,service,,159,4,0.477534,0.512284,62505.09026
56,factor,,346,4,0.524973,0.576189,104262.83361
57,individuals,,101,4,0.448324,0.479395,1811.586221
58,activity,,115,4,0.457109,0.488935,6324.617615
59,contract,,74,4,0.411663,0.44215,194.655374
60,interviewees,,77,4,0.424357,0.454565,381.339712
61,persons,,87,4,0.416232,0.448684,2665.024326
62,recreation,,104,4,0.468873,0.49621,7029.636718
63,climate,,55,4,0.435962,0.461099,2809.135726
64,use,,359,4,0.541773,0.588299,43297.111533
65,water,,143,4,0.461854,0.497778,46013.143541
66,ecosystem,,68,4,0.435466,0.463103,3143.912109
67,group,,279,4,0.518428,0.560507,29737.023778
68,problems,,63,4,0.431147,0.457919,139.893083
69,frame,,47,4,0.424263,0.44973,1013.466025
70,history,,143,4,0.475398,0.507754,13290.260662
71,migrants,,55,4,0.412907,0.439624,136.076348
72,focus,,192,4,0.506219,0.537637,7279.902955
73,program,,161,4,0.471066,0.507754,9626.110837
74,tourist,,64,4,0.446025,0.470944,1543.322754
75,term,,105,4,0.470487,0.497473,2188.027431
76,abuse,,36,4,0.40564,0.429169,0.153887
77,decisions,,90,4,0.443337,0.473384,880.597696
78,mean,,141,4,0.47993,0.510847,2930.987925
79,area,,216,4,0.504483,0.540687,10737.299897
80,heritage,,131,4,0.466927,0.49939,9546.390251
81,concept,,145,4,0.481621,0.512633,2922.775807
82,time,,169,4,0.492407,0.524351,13795.737338
83,sector,,46,4,0.429695,0.453868,84.391726
84,company,,113,4,0.433394,0.468897,5431.636523
85,violence,,36,4,0.404098,0.427601,0.153887
86,kind,,77,4,0.416957,0.447595,784.365984
87,article,,284,3,0.518007,0.561073,31317.833017
88,capture,,87,4,0.434674,0.465412,683.330015
89,expectations,,42,4,0.41596,0.440277,237.278955
90,feel,,45,4,0.42044,0.444982,58.047068
91,anxiety,,37,4,0.404269,0.427949,1.743127
92,depression,,52,4,0.413264,0.439406,149.346654
93,disadvantage,,37,4,0.405985,0.429692,5.408168
94,region,,122,4,0.479689,0.507362,2974.485871
95,perception,,181,3,0.497141,0.529622,13851.808561
96,capital,,123,4,0.477892,0.50636,8094.110604
97,culture,,136,4,0.481743,0.511152,2744.749686
98,biodiversity,,154,4,0.459524,0.497953,82036.995945
99,project,,177,4,0.484918,0.520561,9593.140423
100,impact,,146,4,0.483936,0.514593,6833.091132
101,model,,166,4,0.478489,0.514158,19196.082469
102,context,,102,4,0.460964,0.489589,1137.042246
103,identity,,287,4,0.511497,0.557545,53735.952435
104,result,,196,4,0.511361,0.541601,12778.36789
105,sweden,,46,4,0.394677,0.420195,38.803296
106,practice,,206,4,0.511771,0.543649,20990.298578
107,women,,173,4,0.45689,0.49878,26250.171403
108,communities,,99,4,0.468873,0.495252,5844.09454
109,distance,,60,4,0.415508,0.443283,616.584967
110,immobility,,40,4,0.391767,0.416013,2.737579
111,opinions,,40,4,0.391767,0.416013,2.737579
112,state,,246,4,0.512731,0.551228,28946.055813
113,neighborhood,,76,4,0.433787,0.462973,6867.796369
114,trust,,148,4,0.417777,0.460533,15885.021825
115,land,,122,4,0.457984,0.490983,35570.686159
116,phase,,45,4,0.396066,0.421502,439.247258
117,part,,167,4,0.491016,0.523088,7780.401025
118,resource,,93,4,0.468299,0.494032,4297.247654
119,conservation,,87,4,0.451605,0.479831,6350.042305
120,zealand,,49,4,0.437457,0.46123,3127.121012
121,role,,136,4,0.49406,0.519733,5109.232868
122,adult,,89,4,0.439568,0.469986,642.612048
123,level,,112,4,0.46432,0.493988,1580.047876
124,adults,,56,4,0.430274,0.455872,113.330967
125,status,,109,4,0.446858,0.47957,5739.389753
126,measure,,90,4,0.46579,0.491636,3676.278874
127,farm,,74,4,0.435267,0.463713,18714.505488
128,quality,,135,4,0.469563,0.502135,8540.354628
129,destination,,36,4,0.432512,0.454696,4561.998382
130,neighbourhood,,44,4,0.425017,0.449207,211.887255
131,locations,,51,4,0.419886,0.445722,2012.968145
132,market,,86,4,0.440479,0.470073,5800.583922
133,managers,,82,4,0.439467,0.468592,2657.981319
134,form,,116,4,0.473281,0.501481,1827.409002
135,indicate,,41,4,0.424734,0.448423,63.931697
136,example,,68,4,0.414608,0.443413,174.721199
137,school,,101,4,0.441394,0.473776,8324.680888
138,rent,,32,4,0.40444,0.427383,30.798599
139,employees,,48,4,0.393702,0.419019,746.318011
140,comfort,,49,4,0.42007,0.445548,1302.954518
141,households,,31,4,0.402737,0.42551,30.101984
142,number,,87,4,0.457765,0.484536,1233.350516
143,ways,,102,4,0.456237,0.485886,1663.088927
144,connectedness,,29,4,0.401891,0.42429,0.153887
145,governments,,35,4,0.419518,0.442717,95.517113
146,control,,66,4,0.436958,0.463713,182.459289
147,education,,162,4,0.474808,0.51076,18119.620788
148,lot,,31,4,0.401553,0.424377,34.530879
149,europe,,207,4,0.503554,0.538465,13784.709067
150,city,,194,4,0.496625,0.531669,36277.718547
151,cities,,90,4,0.466017,0.491462,8672.237375
152,inclusion,,53,4,0.43105,0.456133,2119.928237
153,review,,41,4,0.430178,0.453302,350.496361
154,ground,,30,4,0.403842,0.426555,29.545525
155,venture,,28,4,0.395166,0.417494,0.153887
156,friends,,32,4,0.399791,0.422722,26.466739
157,childhood,,30,4,0.402652,0.425248,30.101984
158,compound,,29,4,0.398791,0.421502,51.240623
159,and/or,,32,4,0.407976,0.430868,90.466316
160,contribute,,60,4,0.437958,0.463495,279.198282
161,rental,,28,4,0.395166,0.417494,0.153887
162,areas,,163,4,0.498567,0.527531,8120.149073
163,world,,139,4,0.481379,0.511413,12327.420788
164,phenomena,,31,4,0.385608,0.407737,0.11189
165,issue,,117,4,0.48714,0.511718,2506.583251
166,discussion,,54,4,0.418508,0.444982,131.21279
167,labour,,45,4,0.399791,0.425161,19.128715
168,men,,62,4,0.417412,0.445287,798.12056
169,framework,,125,4,0.478968,0.507362,5688.549523
170,students,,125,4,0.449377,0.484579,9398.782854
171,point,,83,4,0.453748,0.480702,1105.254107
172,visitors,,67,4,0.43846,0.465107,1134.112519
173,regression,,50,4,0.430565,0.455436,420.639658
174,sustainability,,128,4,0.472229,0.502788,30909.457374
175,case,,125,4,0.479208,0.507405,2405.113347
176,wind,,11,4,0.381456,0.400462,135.417665
177,start,,38,4,0.408586,0.432959,284.792464
178,transfer,,22,4,0.380394,0.400897,407.979557
179,construction,,87,4,0.468069,0.492638,2409.082703
180,humans,,36,4,0.429309,0.451821,43.428487
181,course,,69,4,0.417959,0.447203,11444.480835
182,marine,,60,4,0.401553,0.429953,15531.612083
183,guidelines,,21,4,0.391207,0.412223,46.087503
184,attractions,,27,4,0.407889,0.429997,176.820033
185,sit,,58,4,0.426343,0.452823,12705.195712
186,male,,29,4,0.408935,0.43139,3.192252
187,characteristics,,81,4,0.460409,0.485581,586.098213
188,survey,,169,4,0.492407,0.524351,8413.457464
189,supply,,18,5,0.367602,0.385494,169.714608
190,process,,203,4,0.504616,0.538508,12958.395897
191,population,,116,4,0.468184,0.497778,2389.912132
192,soil,,39,4,0.407802,0.432262,2030.554449
193,strike,,40,4,0.391047,0.414794,252.541817
194,monitor,,25,4,0.392894,0.415098,269.104833
195,volunteer,,71,4,0.407889,0.437968,21083.167551
196,resources,,92,4,0.463533,0.490242,4253.313782
197,union,,40,4,0.390887,0.414706,384.867697
198,environments,,112,4,0.459635,0.490591,3137.888461
199,australia,,113,4,0.467383,0.496515,4440.173184
200,system,,49,4,0.450542,0.472295,1057.523367
201,attraction,,30,4,0.416776,0.439188,269.894108
202,network,,132,4,0.469909,0.501873,28794.411221
203,structure,,73,4,0.459414,0.483403,1746.404413
204,perceptions,,122,4,0.486768,0.512371,5034.763242
205,consent,,46,4,0.391207,0.416275,2722.232984
206,student,,28,4,0.398127,0.420152,69.291292
207,physicians,,31,4,0.401638,0.42503,214.552038
208,condition,,52,4,0.443543,0.466806,332.199845
209,society,,105,4,0.470487,0.497517,2259.473386
210,provision,,14,4,0.394027,0.415055,96.518729
211,timeshare,,12,5,0.379413,0.397648,2.343155
212,rail,,24,4,0.376649,0.396846,661.749481
213,riders,,65,4,0.40206,0.430606,31810.275308
214,concern,,121,4,0.486521,0.512067,20595.20768
215,zealanders,,5,5,0.349598,0.362624,32.470709
216,relation,,62,4,0.442824,0.467982,622.372597
217,science,,85,4,0.443029,0.472469,4433.877017
218,geography,,98,4,0.457765,0.486409,8275.744554
219,child,,31,4,0.402398,0.42564,721.213389
220,promotion,,12,4,0.39484,0.414358,0
221,stress,,61,4,0.431439,0.45805,2954.904068
222,surround,,30,4,0.415689,0.438273,93.055365
223,discuss,,59,4,0.449589,0.473166,254.597888
224,university,,69,4,0.441292,0.467895,4066.32346
225,knowledge,,95,4,0.457984,0.486496,7263.76262
226,owners,,35,4,0.429598,0.452082,348.742162
227,behavior,,59,4,0.454826,0.477522,1224.952866
228,architecture,,12,4,0.381304,0.400331,21.966042
229,pattern,,56,4,0.460077,0.481051,610.871827
230,position,,53,4,0.431342,0.456526,699.493331
231,qol,,13,4,0.382371,0.401377,141.054569
232,scale,,44,4,0.441088,0.463234,519.218101
233,diversity,,30,4,0.437357,0.457745,250.020014
234,force,,37,4,0.409548,0.433133,25.824979
235,increase,,62,4,0.443543,0.468723,604.141076
236,possibilities,,29,4,0.393136,0.415621,24.075121
237,interest,,72,4,0.458973,0.482967,744.891216
238,nature,,76,4,0.457875,0.482837,871.437007
239,elements,,53,4,0.446441,0.469507,445.292048
240,walk,,29,4,0.408412,0.430737,521.206897
241,art,,31,4,0.399374,0.422678,951.606736
242,authenticity,,13,4,0.378362,0.397108,113.907218
243,government,,30,4,0.42118,0.444023,275.871064
244,surgery,,22,4,0.378437,0.398719,270.290988
245,fact,,24,4,0.394514,0.416231,16.965288
246,retention,,32,4,0.402313,0.425771,229.545251
247,geoscience,,53,4,0.392008,0.418278,5452.505191
248,families,,22,4,0.386777,0.407562,866.489415
249,participatory,,18,4,0.400712,0.421589,17.820457
250,basis,,37,4,0.430371,0.452866,114.710844
251,disease,,14,4,0.39233,0.411788,0.433006
252,protection,,52,4,0.447904,0.470639,528.303294
253,benefit,,50,4,0.440479,0.464105,1290.678426
254,relationship,,115,4,0.481016,0.507101,3079.688762
255,concepts,,66,4,0.440682,0.466893,478.703263
256,attachments,,26,4,0.398376,0.420282,18.338179
257,constructions,,21,4,0.389851,0.410524,1940.676495
258,stay,,22,4,0.382906,0.403119,0
259,accord,,37,4,0.408761,0.432654,101.464218
260,base,,64,4,0.473398,0.492725,942.686359
261,author,,79,4,0.462636,0.486975,644.907698
262,ecosystems,,21,4,0.38329,0.403424,560.841143
263,assets,,17,4,0.38819,0.408651,207.928288
264,way,,109,4,0.479689,0.504922,2171.562067
265,illness,,24,4,0.408848,0.430476,272.816569
266,others,,32,4,0.43846,0.459139,702.703392
267,entrepreneurs,,11,4,0.366616,0.383995,27.688476
268,opinion,,25,4,0.387325,0.408608,40.97904
269,border,,29,4,0.395411,0.417886,10.886829
270,thoughts,,21,4,0.38283,0.402858,0
271,career,,45,4,0.408848,0.434178,106.856527
272,"""expats-contracts""",,21,4,0.38283,0.402858,0
273,in-depth,,21,4,0.38283,0.402858,0
274,decision,,66,4,0.45321,0.477348,1051.76928
275,thesis,,42,4,0.39763,0.422243,422.894753
276,advantage,,24,4,0.402567,0.424551,13.921866
277,cognition,,37,4,0.432903,0.455132,144.925887
278,material,,57,4,0.444264,0.4682,804.781961
279,create,,50,4,0.453103,0.474473,1320.977831
280,regulation,,21,4,0.389375,0.410481,346.009339
281,intention,,6,4,0.386621,0.404949,0
282,body,,24,4,0.402906,0.424595,65.358896
283,frameworks,,14,4,0.393217,0.413966,25.793671
284,planners,,27,4,0.417412,0.439624,430.306913
285,bond,,39,4,0.427486,0.450601,2884.564377
286,media,,52,4,0.446337,0.469158,6154.706154
287,radio,,8,4,0.367461,0.383211,30.12302
288,station,,8,4,0.367461,0.383211,30.12302
289,information,,133,4,0.474454,0.505445,26941.376015
290,choice,,38,4,0.415328,0.439319,2094.370055
291,kingdom,,15,4,0.403416,0.424334,29.088326
292,implications,,71,4,0.470025,0.491288,1181.998497
293,rivers,,26,5,0.383982,0.405837,328.875198
294,youth,,52,4,0.427391,0.452823,1453.582282
295,distress,,47,4,0.419886,0.445243,886.847144
296,canada,,37,4,0.424169,0.447247,994.631654
297,methods,,52,4,0.452246,0.474212,640.60147
298,detail,,10,4,0.379187,0.398371,0.428233
299,risk,,35,4,0.432316,0.454435,248.935521
300,female,,10,5,0.378662,0.397256,1.413797
301,reason,,29,4,0.410339,0.432784,507.654395
302,influence,,89,4,0.477772,0.500261,2052.182577
303,park,,57,4,0.424545,0.451298,2528.705341
304,members,,10,4,0.382371,0.401246,6.652988
305,governance,,8,4,0.378362,0.397151,36.00061
306,provide,,29,4,0.441088,0.460838,203.918713
307,function,,78,4,0.470256,0.492595,4707.865327
308,range,,26,4,0.424263,0.445417,33.325836
309,century,,32,4,0.423417,0.445679,211.304722
310,learn,,30,4,0.409811,0.432654,184.046119
311,tenure,,10,5,0.390568,0.410847,21.01912
312,ltd.,,45,4,0.454718,0.474996,217.789523
313,response,,54,4,0.460188,0.480659,494.869353
314,ecology,,29,4,0.416594,0.439362,84.735058
315,adaptation,,23,4,0.417594,0.439319,378.49213
316,address,,33,4,0.446963,0.466632,259.693192
317,need,,44,4,0.449694,0.470683,244.079604
318,theory,,32,4,0.430468,0.452169,351.53331
319,expectation,,22,4,0.406848,0.42869,90.773894
320,emerge,,8,4,0.386855,0.405471,0
321,regard,,21,4,0.402822,0.424029,58.203102
322,conduct,,84,4,0.465677,0.490286,1029.138592
323,attitude,,43,4,0.450118,0.470857,312.450479
324,taylor,,50,4,0.448114,0.470509,421.150986
325,link,,17,4,0.401132,0.42246,2.4007
326,suggest,,19,4,0.405554,0.426294,2.424392
327,comprise,,8,4,0.382447,0.401289,0.153887
328,tool,,38,4,0.435664,0.457876,773.791316
329,contact,,13,4,0.398791,0.419803,37.682901
330,difference,,10,4,0.382141,0.400636,0.619224
331,residence,,49,4,0.431926,0.456351,6049.40149
332,travel,,24,4,0.398376,0.420021,882.790514
333,explore,,36,4,0.441699,0.462624,63.844442
334,talk,,11,5,0.370378,0.388761,1.176417
335,fire,,18,4,0.391047,0.412398,318.61986
336,improvements,,5,5,0.358508,0.373471,0
337,qualitative,,9,4,0.384832,0.404121,0.153887
338,possibility,,17,4,0.370808,0.388134,16.899274
339,events,,42,4,0.419702,0.443806,686.438947
340,recruitment,,15,4,0.380772,0.400331,4.471126
341,variety,,17,4,0.406675,0.427165,238.250029
342,stag,,5,5,0.358508,0.373471,0
343,help,,63,4,0.457546,0.480136,1161.537172
344,depict,,9,4,0.354982,0.368531,22.220005
345,transportation,,11,4,0.371745,0.388961,115.278399
346,home/yard,,7,4,0.354063,0.367006,0
347,wales,,21,4,0.415057,0.435964,3.422536
348,neighbourhoods,,21,4,0.403501,0.424595,22.778048
349,connectivity,,19,4,0.399457,0.420195,108.329643
350,precincts,,15,4,0.378962,0.398066,35.30429
351,challenge,,55,4,0.453318,0.475518,411.908804
352,portugal,,10,4,0.382294,0.401159,4.539398
353,cohesion,,5,5,0.358508,0.373471,0
354,heart,,14,4,0.393136,0.413138,1979.788283
355,agenda,,5,5,0.358508,0.373471,0
356,initiatives,,13,4,0.412196,0.432175,17.545898
357,territory,,12,4,0.383751,0.404077,3.472201
358,level.research,,5,5,0.358508,0.373471,0
359,operationalise,,5,5,0.358508,0.373471,0
360,iteration,,5,5,0.358508,0.373471,0
361,security/insecurity,,5,5,0.358508,0.373471,0
362,inform,,25,4,0.415328,0.43701,48.196364
363,disparate,,5,5,0.358508,0.373471,0
364,pathways,,9,4,0.3846,0.403903,0.78448
365,stage,,9,4,0.373633,0.39188,0.153887
366,hours,,6,5,0.363274,0.379395,0.153887
367,carers,,5,5,0.358508,0.373471,0
368,childhoods,,6,5,0.363274,0.379395,0.153887
369,vulnerability,,13,4,0.386309,0.406343,220.480679
370,transience,,6,5,0.359047,0.374299,0
371,inability,,6,5,0.363274,0.379395,0.153887
372,root,,6,5,0.363274,0.379395,0.153887
373,difficulty,,18,4,0.395411,0.415621,24.202277
374,future,,14,4,0.395657,0.416492,47.402104
375,reflect,,6,4,0.367885,0.384649,0
376,two-thirds,,5,5,0.358508,0.373471,0
377,composition,,12,4,0.406675,0.426599,11.842242
378,recipients,,5,5,0.358508,0.373471,0
379,caravan,,5,5,0.358508,0.373471,0
380,board,,8,4,0.381456,0.400941,1.375301
381,roofless,,5,5,0.358508,0.373471,0
382,shelter,,9,4,0.387325,0.407083,17.80776
383,reinforce,,9,4,0.391047,0.410829,3.937542
384,live,,12,4,0.380242,0.400026,22.494548
385,self-confidence,,5,5,0.358508,0.373471,0
386,try,,6,5,0.361421,0.377174,0
387,escape,,7,4,0.369448,0.386696,0
388,drug,,7,5,0.375614,0.393945,1.385683
389,correspond,,7,4,0.371528,0.389092,0.153887
390,self-identity,,9,4,0.386153,0.406081,4.091429
391,dislocation,,6,5,0.359047,0.374299,0
392,incidence,,9,4,0.384832,0.404121,0.153887
393,disorder,,12,4,0.393702,0.413835,317.797415
394,whilst,,10,4,0.385608,0.4046,39.270105
395,exacerbate,,7,4,0.371528,0.389092,0.153887
396,surveillance,,6,4,0.367885,0.384649,0
397,deal,,12,4,0.388505,0.408738,0.153887
398,consequences,,10,4,0.384291,0.403468,22.847331
399,lead,,7,4,0.372324,0.38992,3.072684
400,withdrawal,,5,5,0.358508,0.373471,0
401,transmission,,5,5,0.358508,0.373471,0
402,generations,,11,4,0.381532,0.40068,7.152539
403,parent,,30,4,0.401722,0.424464,2904.968392
404,stability,,6,5,0.363274,0.379395,0.153887
405,public,,10,4,0.377541,0.396585,12.114386
406,adulthood,,5,5,0.358508,0.373471,0
407,generations.implications,,5,5,0.358508,0.373471,0
408,opportunity,,7,4,0.381152,0.399765,0
409,belong,,9,4,0.376057,0.394363,0.619224
410,renter,,5,5,0.358508,0.373471,0
411,legislation,,12,4,0.399374,0.419803,8.917578
412,priority,,25,4,0.428635,0.449338,64.711516
413,secure,,5,5,0.358508,0.373471,0
414,occupancy,,5,5,0.358508,0.373471,0
415,finance,,5,5,0.358508,0.373471,0
416,entry,,5,5,0.358508,0.373471,0
417,coordination,,5,5,0.358508,0.373471,0
418,settings,,27,4,0.424357,0.446071,207.302747
419,homelessness,,6,5,0.362173,0.378089,0
420,something,,11,4,0.402313,0.422896,32.907124
421,agriculture,,8,4,0.373852,0.39066,6.942959
422,relations,,56,4,0.443337,0.467547,703.009618
423,return,,24,4,0.422949,0.444023,148.449419
424,china,,10,4,0.38329,0.401551,83.51805
425,heidegger,,17,4,0.383751,0.403555,271.027023
426,demand,,5,4,0.366616,0.38234,53.076412
427,search,,20,4,0.392491,0.41353,251.173639
428,artists,,8,5,0.351267,0.366519,0
429,leadership,,4,4,0.358173,0.372408,0
430,attention,,64,4,0.445505,0.470727,1238.093182
431,investments,,20,5,0.379112,0.398475,46.399846
432,tour,,13,4,0.376501,0.395234,109.533536
433,dependence,,30,4,0.416232,0.438883,74.884005
434,psychology,,38,4,0.418142,0.441932,144.001359
435,map,,40,4,0.437657,0.459836,2897.841153
436,willingness,,12,5,0.375983,0.394119,8.768502
437,play,,36,4,0.438058,0.459444,580.608521
438,race,,21,4,0.399707,0.420979,2538.054031
439,racism,,7,5,0.356039,0.372121,49.185592
440,researchers,,18,4,0.416322,0.436705,5.97341
441,garden,,9,4,0.387954,0.40704,19.911128
442,war,,16,4,0.387325,0.40656,2067.049141
443,virginia,,8,4,0.376575,0.394189,31.360668
444,interbasin,,5,5,0.339124,0.350802,0
445,professionals,,18,4,0.390967,0.410873,63.901315
446,england,,17,4,0.407628,0.42821,159.713478
447,vredefort,,11,4,0.374804,0.392926,0
448,narratives,,19,4,0.399457,0.420413,269.943055
449,loss,,29,4,0.433984,0.45487,911.756732
450,action,,45,4,0.444884,0.46685,1472.662176
451,discussions,,13,4,0.41587,0.435834,21.092651
452,categories,,22,4,0.43105,0.451255,89.535839
453,scotia,,7,4,0.370378,0.389179,74.107567
454,stop,,12,4,0.357436,0.372321,14.400602
455,satisfaction,,33,4,0.420532,0.443544,992.405927
456,mediator,,15,4,0.391367,0.41157,6.538107
457,cost,,16,4,0.398127,0.418975,9.849965
458,strategies,,57,4,0.44119,0.465761,4019.163953
459,gay,,5,5,0.362036,0.376346,18.889318
460,memory,,54,4,0.422203,0.448162,8416.931497
461,source,,22,4,0.413622,0.435485,247.823725
462,isolation,,32,4,0.421923,0.444241,1144.079662
463,citizenship,,26,4,0.387169,0.408826,8254.042426
464,power,,36,4,0.437757,0.459313,861.892593
465,stakeholders,,6,4,0.381152,0.399111,0.694382
466,opposition,,11,4,0.397218,0.417102,0
467,attitudes,,59,4,0.445609,0.47003,4285.013299
468,combination,,12,4,0.393217,0.413617,69.586476
469,arguments,,7,4,0.361831,0.377113,0
470,flood,,12,4,0.387639,0.406865,6.801383
471,rurality,,9,4,0.379865,0.397717,80.346211
472,order,,50,4,0.442927,0.465978,338.963407
473,activities,,53,4,0.44885,0.471598,754.913552
474,identities,,12,4,0.383982,0.403337,1561.174084
475,degradation,,9,4,0.374657,0.391924,1.21475
476,class,,54,4,0.435466,0.460359,2644.491093
477,account,,22,4,0.407889,0.429343,35.490836
478,north,,48,4,0.44344,0.466196,454.451351
479,relief,,12,4,0.398625,0.419411,371.621014
480,conflict,,30,4,0.417959,0.440103,102.547984
481,involvement,,15,4,0.398625,0.419237,34.497646
482,neighborhoods,,11,4,0.384368,0.403293,166.662885
483,integration,,11,4,0.382753,0.401638,29.606325
484,mine,,22,4,0.401216,0.42246,262.329931
485,california,,26,4,0.397218,0.419193,99.559714
486,resilience,,10,5,0.382218,0.400741,13.11769
487,master,,4,4,0.367743,0.383603,0
488,correlation,,10,4,0.379338,0.399155,9.167255
489,association,,20,4,0.39533,0.416318,174.576584
490,labor,,5,5,0.363343,0.378742,21.739589
491,performance,,4,4,0.363343,0.378332,77.187503
492,stalker,,7,5,0.337866,0.349747,3827.841862
493,office,,17,4,0.370808,0.388439,7820.336753
494,pain,,5,5,0.344685,0.362319,0.25
495,madres,,9,5,0.361284,0.376607,162.387659
496,wellness,,5,4,0.357303,0.372103,3.456813
497,reveal,,20,4,0.407889,0.428777,19.941302
498,interactions,,30,4,0.424639,0.446419,306.147409
499,character,,24,4,0.411752,0.433046,49.638507
500,workers,,40,4,0.418142,0.442237,984.761112
501,sample,,17,4,0.400964,0.421981,19.396377
502,teach,,13,5,0.369948,0.387106,2.238806
503,street,,18,4,0.388663,0.409174,178.404077
504,"""quality""",,10,4,0.361284,0.376938,256.486169
505,view,,56,4,0.458863,0.480223,1454.078357
506,variations,,4,4,0.361762,0.378899,0
507,sign,,12,4,0.379865,0.397979,184.716008
508,day,,28,4,0.398542,0.421284,505.940046
509,hostility,,28,4,0.398542,0.421284,505.940046
510,build,,44,4,0.435366,0.458529,2582.274682
511,act,,14,4,0.409724,0.429997,82.933582
512,worker,,27,4,0.401553,0.424334,673.021433
513,limit,,21,4,0.431926,0.451734,213.682691
514,destinations,,7,4,0.384137,0.403163,113.588019
515,workplace,,6,5,0.350559,0.367024,140.141001
516,location,,43,4,0.417868,0.442455,331.6857
517,trend,,11,4,0.373414,0.390573,6.621661
518,freshwater,,6,5,0.352627,0.368331,0
519,systems,,23,4,0.4186,0.440495,286.870528
520,pollution,,25,4,0.396148,0.417625,2325.03714
521,visit,,16,4,0.389931,0.41022,57.57794
522,image,,43,4,0.430081,0.453694,314.269691
523,identification,,16,4,0.401216,0.421633,2.238573
524,visitor,,12,4,0.393702,0.412833,2.644722
525,darwin,,2,5,0.325783,0.334248,0
526,biota,,17,4,0.39904,0.420108,163.474047
527,brain,,10,4,0.367108,0.385085,0
528,e.g,,6,4,0.368239,0.38491,12.651687
529,food,,27,4,0.427582,0.448859,3860.608826
530,mountains,,4,5,0.327288,0.337053,0
531,production,,19,4,0.39009,0.410524,2021.918836
532,questionnaire,,33,4,0.440682,0.461492,123.227507
533,memories,,13,4,0.383674,0.403511,23.048493
534,lagoons,,4,4,0.364798,0.379857,0
535,spectrum,,4,4,0.364798,0.379857,0
536,organization,,21,4,0.407195,0.428472,44.890962
537,party,,10,5,0.355048,0.369638,0
538,appeal,,5,4,0.370019,0.387088,0
539,london,,3,5,0.349726,0.365499,0
540,farmers,,16,4,0.404269,0.4249,25.803059
541,plot,,5,5,0.353474,0.368766,0
542,workforce,,3,4,0.370019,0.386348,14.997863
543,opportunities,,41,4,0.452246,0.472382,188.607018
544,economy,,24,4,0.40564,0.427731,2874.373213
545,call,,13,4,0.401048,0.420936,125.330362
546,scandinavia,,12,4,0.39001,0.408956,12.85336
547,plant,,2,4,0.356238,0.371145,0
548,planet,,2,5,0.345058,0.357658,0
549,iñupiat,,3,5,0.348198,0.359313,0
