Id,Label,timeset,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
74,family,,126,4,0.461595,0.489072,3522.916478
75,characteristics,,107,4,0.469145,0.492307,2511.090458
76,information,,171,4,0.472394,0.503203,70253.924443
77,risk,,99,4,0.442885,0.47088,17570.772962
78,tourist,,55,4,0.440642,0.462725,1656.604304
79,part,,114,4,0.469319,0.493331,1560.440631
80,canada,,56,4,0.440719,0.463022,415.454993
81,increase,,107,4,0.476946,0.498118,3499.402771
82,network,,123,4,0.474347,0.498283,14610.166123
83,capital,,100,4,0.453305,0.479101,12394.753285
84,flood,,75,4,0.413093,0.44067,32267.857232
85,measure,,120,4,0.47328,0.49726,5067.317691
86,history,,125,4,0.47072,0.49584,6089.21485
87,project,,193,4,0.487165,0.516739,21749.928322
88,tourists,,73,4,0.444601,0.468932,10018.88314
89,dimension,,193,4,0.484732,0.515055,12084.130516
90,model,,254,4,0.491433,0.527833,55118.057176
91,belong,,82,4,0.453957,0.477483,1727.877779
92,geography,,169,4,0.465941,0.498052,37621.379647
93,music,,65,4,0.390894,0.416733,5741.152225
94,flagship,,44,4,0.368037,0.387975,12550.558275
95,store,,45,4,0.370523,0.391145,13626.139615
96,taylor,,130,4,0.478393,0.502179,2240.482599
97,world,,198,4,0.485571,0.516343,23769.755335
98,population,,163,4,0.481037,0.508419,13086.521562
99,supply,,31,4,0.41054,0.43225,100.947034
100,systems,,110,4,0.4605,0.486067,7667.461606
101,culture,,183,4,0.488579,0.516475,18329.496971
102,disease,,39,4,0.416983,0.439646,1180.182473
103,travel,,54,4,0.413161,0.437863,17478.641225
104,construction,,85,4,0.452979,0.476823,3086.016712
105,influence,,192,4,0.488012,0.517202,10075.253927
106,status,,62,4,0.444053,0.46662,724.668597
107,map,,78,4,0.448791,0.472728,2534.663948
108,child,,28,4,0.412014,0.433571,18.336644
109,staff,,57,4,0.412958,0.4375,10434.903271
110,restaurant,,56,4,0.41034,0.434793,9837.84457
111,framework,,135,4,0.478574,0.503038,5371.162417
112,brand,,91,4,0.430203,0.458333,17922.107688
113,relationship,,175,4,0.483896,0.512084,8612.929382
114,luxury,,10,5,0.347085,0.359165,60.842342
115,learn,,57,4,0.429325,0.453348,1229.161115
116,environments,,91,4,0.455925,0.47986,6912.16864
117,activities,,142,4,0.474169,0.50066,5776.330273
118,university,,85,4,0.453467,0.477087,3089.433621
119,francis,,72,4,0.461089,0.481676,562.199378
120,areas,,184,4,0.485198,0.514164,12128.471343
121,society,,182,4,0.490097,0.517367,5047.427872
122,footpaths,,38,4,0.397606,0.420199,853.104279
123,arts,,90,4,0.425417,0.453909,25337.073451
124,case,,197,4,0.489242,0.518786,13289.060515
125,image,,100,4,0.461679,0.485737,5393.057759
126,disaster,,48,4,0.412149,0.436212,493.691865
127,ways,,164,4,0.48436,0.510961,18349.76041
128,destination,,42,4,0.432636,0.454569,1381.176682
129,knowledge,,210,4,0.487353,0.519183,18518.686996
130,park,,140,4,0.453386,0.484284,15235.049871
131,mobility,,85,4,0.437359,0.463616,9717.185683
132,theme,,88,4,0.45233,0.476657,3922.382517
133,humans,,81,4,0.455349,0.47811,618.484933
134,calligraphy,,5,4,0.36202,0.378203,0
135,participation,,121,4,0.474436,0.498151,9295.52071
136,folk,,13,4,0.345564,0.358261,40.719048
137,time,,193,4,0.486695,0.516409,28466.18027
138,river,,133,4,0.450312,0.481115,80827.918996
139,structure,,99,4,0.463204,0.48676,3466.641917
140,psychology,,63,4,0.444836,0.467083,1349.829476
141,issue,,131,4,0.470808,0.496731,2340.793293
142,mean,,106,4,0.461848,0.486562,2929.556899
143,youth,,56,4,0.430643,0.453843,3077.886207
144,migrants,,58,4,0.421721,0.446513,23817.068942
145,methods,,106,4,0.466371,0.49026,2452.229739
146,growth,,60,4,0.42664,0.450839,910.001537
147,function,,86,4,0.458909,0.481709,1237.373314
148,kingdom,,49,4,0.446094,0.466653,967.885615
149,author,,107,4,0.466802,0.490524,5623.166622
150,adaptation,,42,4,0.414722,0.438226,679.9929
151,site,,56,4,0.446015,0.467611,1321.785163
152,heimat,,11,4,0.371559,0.389065,6.3771
153,farm,,74,4,0.435473,0.460909,10125.533314
154,farmers,,55,4,0.436981,0.459456,1841.598527
155,way,,109,4,0.460416,0.485803,1656.621042
156,relationships,,122,4,0.473546,0.497557,1808.25604
157,play,,58,4,0.446015,0.467446,322.725277
158,concept,,133,4,0.478483,0.502641,3378.586966
159,dependence,,48,4,0.433082,0.455098,888.854223
160,retention,,24,5,0.373649,0.393205,162.026025
161,science,,125,4,0.454447,0.483492,10569.907444
162,male,,27,4,0.413296,0.434496,164.855036
163,news,,30,4,0.394437,0.416601,5263.901379
164,crime,,39,4,0.40019,0.42327,3024.541155
165,consumers,,30,4,0.380522,0.400324,277.980967
166,mexico,,26,4,0.407228,0.428652,636.416041
167,sea,,41,4,0.416639,0.440207,938.324085
168,songs,,13,4,0.345564,0.358261,40.719048
169,attention,,106,4,0.462017,0.486826,5475.778844
170,range,,66,4,0.451117,0.47296,935.841547
171,copyright,,83,4,0.461595,0.48336,600.3875
172,help,,58,4,0.451763,0.472332,393.024971
173,engagement,,46,4,0.435924,0.457376,504.934093
174,geoscience,,47,4,0.399873,0.424591,3986.211724
175,food,,103,4,0.455185,0.480884,31152.062245
176,context,,108,4,0.465168,0.489468,1874.435696
177,neighborhood,,67,4,0.442574,0.465795,5265.336755
178,elements,,61,4,0.444132,0.466554,611.963954
179,base,,143,4,0.481128,0.505877,4280.304906
180,form,,106,4,0.457578,0.483228,17294.158139
181,region,,133,4,0.47408,0.499373,6553.771414
182,neighborhoods,,33,4,0.421791,0.443245,764.88278
183,curriculum,,20,4,0.393514,0.413596,31.945575
184,karretjiemense,,40,4,0.407162,0.430005,158.189847
185,metrics,,10,4,0.381154,0.399432,7.016797
186,investigation,,59,4,0.432488,0.45622,539.977183
187,connection,,62,4,0.445621,0.468073,2111.947566
188,restoration,,87,4,0.426135,0.45414,29082.736046
189,teach,,43,4,0.406507,0.430005,3165.976749
190,regard,,68,4,0.438804,0.462956,770.835703
191,tenure,,7,4,0.377167,0.394909,0.13134
192,decision,,60,4,0.422922,0.447801,969.005805
193,connections,,83,4,0.455843,0.478803,606.993303
194,market,,71,4,0.448951,0.47187,10916.636904
195,vision,,20,4,0.397293,0.418615,71.815967
196,term,,135,4,0.472482,0.498514,12531.482868
197,benefit,,35,4,0.431527,0.452258,398.188931
198,immigrants,,85,4,0.418019,0.44658,47752.877599
199,mass,,14,4,0.388547,0.408644,70.588533
200,concepts,,91,4,0.4605,0.483558,1009.455557
201,concern,,95,4,0.4638,0.486628,1027.667692
202,patients,,25,5,0.386287,0.407303,103.413547
203,station,,37,4,0.389146,0.411681,21004.395999
204,scale,,138,4,0.466889,0.494717,19156.244365
205,implications,,92,4,0.460668,0.483855,1112.298898
206,stress,,30,5,0.403453,0.425231,23.012263
207,destruction,,15,4,0.392413,0.411648,567.99331
208,servicescape,,9,4,0.3628,0.378797,274.700109
209,precision,,8,4,0.365479,0.382429,0.573696
210,gecs,,12,4,0.358421,0.373547,2.06908
211,movement,,45,4,0.427217,0.44965,4304.181446
212,interaction,,68,4,0.445543,0.468535,612.779284
213,patient,,18,5,0.38783,0.407732,17.487582
214,assessment,,69,4,0.438804,0.463121,2457.011994
215,interactions,,61,4,0.448552,0.470483,451.591872
216,protection,,60,4,0.445228,0.467215,2600.059629
217,attitudes,,82,4,0.439875,0.465729,2074.420299
218,offer,,46,4,0.441877,0.462658,488.741042
219,conduct,,97,4,0.465425,0.488081,1285.820923
220,system,,111,4,0.4638,0.48884,1223.475119
221,reveal,,50,4,0.447121,0.46738,761.600908
222,taboo,,65,5,0.390168,0.416086,35240.615091
223,species,,72,4,0.413229,0.440471,31247.982888
224,medicine,,13,5,0.380292,0.399313,0.114444
225,karoo,,40,4,0.407162,0.430005,158.189847
226,coverage,,28,4,0.384932,0.406399,139.747227
227,hpe,,19,4,0.382598,0.402172,142.945956
228,level,,99,4,0.463715,0.487124,3057.586016
229,theory,,75,4,0.444993,0.468833,1979.754117
230,behavior,,59,4,0.443429,0.465861,850.814515
231,discuss,,59,4,0.444915,0.466984,265.848798
232,define,,24,4,0.429471,0.449287,22.4156
233,sport,,28,4,0.412149,0.433967,1273.655541
234,field,,48,4,0.432266,0.454569,1593.992425
235,female,,15,5,0.381557,0.400832,51.711373
236,trust,,25,4,0.391561,0.411912,223.019662
237,business,,34,4,0.406245,0.42842,845.41704
238,settings,,46,4,0.437056,0.458862,1909.678298
239,street,,25,4,0.396295,0.416964,328.546442
240,memory,,96,4,0.462695,0.485968,21958.18244
241,object,,12,5,0.366009,0.382409,476.774036
242,easements,,16,4,0.381557,0.399762,77.029887
243,border,,65,4,0.399873,0.425812,42106.290097
244,narratives,,75,4,0.455596,0.477615,3197.22319
245,decisions,,46,4,0.423774,0.447042,907.564872
246,aspects,,107,4,0.464825,0.489006,1599.141578
247,language,,126,4,0.455267,0.484053,22377.33069
248,style,,47,5,0.397668,0.421632,1733.884986
249,guangzhou,,25,4,0.387295,0.407191,101.381596
250,spill,,16,4,0.374203,0.393423,140.959352
251,gulf,,16,4,0.374203,0.393423,140.959352
252,governance,,47,4,0.415542,0.439151,5104.789708
253,prevention,,18,5,0.378695,0.398026,44.825082
254,mosques,,19,5,0.382482,0.401261,58.593168
255,homelessness,,17,4,0.407425,0.427727,74.740105
256,relations,,90,4,0.464825,0.486727,1687.583956
257,stability,,22,4,0.394622,0.415247,419.417619
258,teachers,,18,5,0.380981,0.400601,58.863466
259,conflict,,75,4,0.441413,0.465894,2118.85051
260,authenticity,,23,4,0.401399,0.42218,20.810672
261,vegetation,,29,4,0.386939,0.408314,850.511677
262,create,,64,4,0.45306,0.474115,4017.87606
263,interest,,78,4,0.455103,0.477648,3121.74361
264,gender,,38,4,0.407228,0.429906,2822.070572
265,spot,,2,4,0.351826,0.366713,0
266,soundscapes,,8,4,0.373262,0.391904,10.126088
267,soundscape,,8,4,0.373262,0.391904,10.126088
268,satisfaction,,49,4,0.438118,0.460116,6627.82575
269,methodology,,46,4,0.43615,0.457739,4679.603033
270,requirements,,17,5,0.378865,0.3972,47.109335
271,springer,,21,4,0.427362,0.447306,13.441089
272,delivery,,10,4,0.389747,0.409799,52.879598
273,sit,,85,4,0.453712,0.477417,19489.90604
274,politics,,71,4,0.431085,0.456319,12069.107314
275,items,,13,4,0.378411,0.397583,1.641433
276,migration,,76,4,0.44095,0.465564,5971.909605
277,cluster,,8,4,0.386939,0.40554,87.049076
278,definition,,5,4,0.386524,0.404946,5.496244
279,outpatient,,7,5,0.373815,0.391786,0
280,describe,,44,4,0.445936,0.46563,544.289726
281,address,,51,4,0.447042,0.467512,1130.582066
282,identities,,32,4,0.432488,0.452853,149.274326
283,strategies,,70,4,0.454365,0.476129,1219.892575
284,relation,,62,4,0.45609,0.476294,169.317483
285,line,,22,4,0.401463,0.422676,445.461539
286,college,,37,5,0.395116,0.417274,190.737549
287,commitment,,7,4,0.367984,0.383749,15.328824
288,emerge,,31,4,0.422993,0.44407,151.262796
289,regression,,39,4,0.408546,0.431293,713.654015
290,railway,,7,4,0.365744,0.382132,30.80423
291,challenge,,68,4,0.457246,0.478011,740.235395
292,point,,76,4,0.44919,0.472695,789.984785
293,infrastructure,,51,4,0.424701,0.448329,2404.269124
294,paris,,8,5,0.369871,0.386833,4.60387
295,security,,47,4,0.430864,0.453282,1667.344553
296,self,,33,4,0.406049,0.428024,50.493679
297,condition,,82,4,0.45363,0.476856,6399.082242
298,detroit,,17,4,0.375651,0.394612,1394.110466
299,groundwater,,18,4,0.387592,0.406993,62.715431
300,ideology,,34,4,0.397543,0.419836,299.663596
301,control,,58,4,0.449911,0.470648,1240.505253
302,activity,,71,4,0.457495,0.478572,2728.957201
303,name,,43,4,0.433007,0.454635,3460.38817
304,generation,,11,5,0.378127,0.396309,45.139084
305,plant,,25,4,0.399747,0.420761,248.706819
306,photography,,18,4,0.415473,0.435618,283.145403
307,riverscape,,13,4,0.391561,0.411186,13.598372
308,retirement,,35,4,0.396668,0.418483,8959.654127
309,gate,,15,4,0.376941,0.394711,370.533222
310,mechanism,,18,4,0.381326,0.400291,217.311262
311,humane,,14,4,0.362696,0.377575,48.792821
312,metropolis,,14,4,0.362696,0.377575,48.792821
313,transmission,,12,4,0.372601,0.389989,22.939722
314,policies,,37,4,0.431674,0.452522,12.465779
315,owners,,26,4,0.39748,0.418549,749.598102
316,stakeholders,,33,4,0.413161,0.43476,58.537975
317,writers,,11,5,0.368306,0.384885,1795.71872
318,graffiti,,9,5,0.353056,0.367849,934.886984
319,cohorts,,6,5,0.328646,0.338728,0
320,self-efficacy,,7,4,0.365426,0.382231,0
321,users,,47,4,0.407294,0.430798,1252.300104
322,absorption,,16,5,0.365638,0.381616,86.868294
323,communication,,60,4,0.442496,0.465168,1005.045113
324,studio,,24,4,0.402873,0.423864,182.236426
325,review,,62,4,0.444444,0.466819,1727.535262
326,position,,40,4,0.429983,0.451829,1224.244289
327,shop,,25,4,0.400317,0.421388,764.268504
328,procedure,,2,4,0.357052,0.372128,0
329,argue,,67,4,0.46244,0.481874,2581.202772
330,analyse,,21,4,0.423703,0.443674,77.972231
331,equation,,26,4,0.417259,0.438094,10.109204
332,manage,,27,4,0.412688,0.434,233.418757
333,island,,41,4,0.422851,0.445358,5737.328493
334,australia,,63,4,0.441954,0.465135,606.494186
335,leisure,,46,4,0.429325,0.451829,581.809705
336,performance,,30,4,0.410807,0.432581,1220.14928
337,pollution,,31,4,0.400508,0.422544,4844.486372
338,noise,,32,4,0.389146,0.411285,5958.655682
339,build,,45,4,0.430717,0.452588,1353.992399
340,production,,48,4,0.417466,0.441099,11673.357265
341,order,,64,4,0.447359,0.469394,776.521392
342,individuals,,67,4,0.442729,0.466158,916.050624
343,managers,,22,4,0.39041,0.411186,94.790511
344,marine,,28,4,0.406114,0.427859,181.854621
345,conceptions,,18,4,0.380407,0.399663,96.003577
346,wind,,18,4,0.385756,0.405342,75.323106
347,contribute,,76,4,0.456833,0.478671,1840.154644
348,adolescent,,22,4,0.408018,0.429279,31.178614
349,presence,,40,4,0.432636,0.453843,3362.257531
350,experts,,33,4,0.401208,0.42393,747.650511
351,attachments,,20,4,0.385108,0.404219,30.185791
352,illinois,,10,4,0.376099,0.394513,4.023063
353,inuit,,6,5,0.361139,0.377853,0
354,downtown,,28,4,0.381326,0.401215,315.238721
355,patronage,,21,4,0.377562,0.396362,117.888351
356,collaboration,,13,4,0.402552,0.42261,15.152516
357,facility,,19,4,0.392291,0.413662,70.354487
358,questionnaire,,48,4,0.43057,0.453381,488.678009
359,hide,,2,5,0.337298,0.349459,0
360,feature,,44,4,0.444836,0.464606,533.114254
361,well-being,,6,5,0.381096,0.398884,0.024676
362,globalization,,10,4,0.393024,0.412176,17.34038
363,inhabitants,,43,4,0.42991,0.451763,3387.435252
364,shape,,66,4,0.453386,0.474577,285.100203
365,town,,61,4,0.442496,0.465003,4783.091815
366,garden,,65,4,0.433975,0.458333,2038.448065
367,location,,90,4,0.458659,0.481973,12125.660366
368,renewal,,20,4,0.404293,0.42502,644.168098
369,distress,,17,5,0.385992,0.405685,107.604465
370,infill,,5,5,0.361191,0.376664,0.755029
371,prescription,,7,5,0.380235,0.398158,0
372,personality,,7,5,0.342562,0.353652,7.751631
373,secure,,7,5,0.339795,0.351638,12.562454
374,recharge,,15,4,0.386169,0.405375,3.978705
375,planners,,21,4,0.411142,0.431458,83.358334
376,need,,41,4,0.444132,0.463913,184.955577
377,view,,82,4,0.46363,0.484812,1748.989176
378,biodiversity,,30,4,0.416983,0.438391,63.851894
379,source,,59,4,0.44095,0.463649,679.052811
380,force,,32,4,0.429252,0.449782,162.448067
381,archaeology,,6,4,0.362123,0.377905,4.286455
382,period,,16,4,0.404941,0.424987,9.655994
383,livestock,,9,4,0.375651,0.39372,11.37645
384,settlement,,34,4,0.414927,0.437104,271.992485
385,reef,,19,4,0.389026,0.409172,15.520272
386,trail,,17,4,0.389747,0.409469,38.638546
387,kaskaskia,,9,4,0.375931,0.394183,0
388,preference,,15,4,0.401655,0.42218,7.069203
389,participatory,,35,4,0.41906,0.441,67.993046
390,loss,,25,4,0.41561,0.436146,166.746501
391,madagascar,,11,5,0.369114,0.386173,46.432793
392,ppgis,,10,4,0.381903,0.399729,7.615597
393,memories,,34,4,0.428014,0.448924,2845.914226
394,technology,,31,4,0.406703,0.428487,198.339128
395,technologies,,30,4,0.395984,0.417591,541.236199
396,ranch,,3,5,0.337523,0.3479,0
397,forage,,15,5,0.384697,0.404002,257.710579
398,hydrology,,15,5,0.36052,0.375674,223.31371
399,intentions,,30,4,0.395425,0.417591,1153.051699
400,village,,52,4,0.424059,0.447603,5269.866296
401,initiative,,6,5,0.354097,0.369566,0
402,fan,,7,5,0.360674,0.375574,82.665125
403,museums,,23,4,0.388846,0.409502,600.450989
404,shift,,50,4,0.450071,0.469823,1462.158691
405,tool,,73,4,0.452087,0.474643,1105.489971
406,cohesion,,14,4,0.379321,0.397715,31.744094
407,childhood,,1,5,0.32112,0.33095,0
408,weather,,18,4,0.395363,0.415874,94.553169
409,notion,,33,4,0.422639,0.443905,451.253744
410,religion,,25,5,0.412486,0.433749,3662.061562
411,visitors,,38,4,0.423419,0.445358,3006.944889
412,core,,8,4,0.382656,0.400885,37.698918
413,involvement,,28,4,0.415132,0.436344,66.363798
414,principles,,22,4,0.420107,0.440504,244.047159
415,distribution,,30,4,0.420597,0.441957,349.982456
416,demand,,27,4,0.419408,0.440075,151.54599
417,variation,,6,4,0.371395,0.388405,24.084781
418,web,,13,5,0.369763,0.386206,116.698655
419,mine,,36,4,0.416777,0.438854,10939.397739
420,idea,,26,4,0.426063,0.446084,223.626349
421,explore,,44,4,0.447676,0.467479,456.665057
422,stakeholder,,33,4,0.408414,0.430434,183.359525
423,number,,44,4,0.43234,0.454404,1543.674995
424,adherence,,25,5,0.393453,0.415458,523.568047
425,modernization,,9,5,0.357254,0.372108,0.863267
426,enhance,,40,4,0.439951,0.460446,206.896692
427,future,,31,4,0.441027,0.460182,24.508626
428,recovery,,36,4,0.408546,0.430897,517.118202
429,symbol,,1,4,0.350945,0.365557,0
430,game,,13,5,0.374092,0.391422,424.714013
431,score,,13,4,0.39493,0.415115,105.941147
432,component,,12,4,0.392657,0.41211,7.776552
433,criteria,,12,4,0.384873,0.404087,148.352233
434,landowners,,24,4,0.385756,0.405573,44.42224
435,oil,,37,4,0.391804,0.414719,4755.73149
436,price,,22,5,0.37437,0.393601,99.819912
437,putrajaya,,6,5,0.345896,0.358637,1.087884
438,urbanism,,15,4,0.386524,0.405903,510.667109
439,families,,17,4,0.406049,0.426274,25.164533
440,niger,,12,5,0.367394,0.383399,95.678889
441,members,,30,4,0.428668,0.44932,53.011126
442,zealand,,20,4,0.401017,0.422147,837.880423
443,summer,,15,5,0.383295,0.402681,15.209505
444,pattern,,33,4,0.426495,0.447504,130.870876
445,host,,12,5,0.377844,0.396177,46.579342
446,dynamics,,47,4,0.431601,0.453942,1460.341326
447,destinations,,13,4,0.372711,0.390749,166.753279
448,festivals,,22,4,0.387771,0.407983,7995.81829
449,festival,,4,4,0.363741,0.379457,7.475656
450,republic,,6,4,0.373207,0.390617,5.329859
451,feel,,34,4,0.432636,0.453249,128.909028
452,compliance,,9,5,0.384932,0.403936,2.217638
453,career,,15,4,0.376941,0.395965,29.170775
454,pedestrians,,12,5,0.36879,0.384885,5.662786
455,earth,,27,4,0.41141,0.432812,97.438228
456,attribute,,10,4,0.377054,0.395008,63.724334
457,operations,,4,5,0.342098,0.352397,0
458,transformations,,12,4,0.39493,0.414256,35.554278
459,attitude,,56,4,0.434798,0.458102,628.468061
460,respondents,,46,4,0.432859,0.4549,1998.714827
461,example,,32,4,0.433305,0.453381,19.472569
462,brazil,,17,4,0.386642,0.406267,62.819252
463,attempt,,22,4,0.418852,0.439217,213.01895
464,agriculture,,15,4,0.407952,0.42809,0.344683
465,identification,,20,4,0.411813,0.431788,2583.191706
466,ecology,,37,4,0.42592,0.447306,521.551567
467,pilgrimage,,2,4,0.350994,0.365755,0
468,goals,,27,4,0.417121,0.438457,730.209892
469,segment,,13,5,0.387117,0.40595,5177.005584
470,fear,,10,4,0.375149,0.392334,5.393373
471,portion,,2,4,0.361191,0.377344,0
472,hamilton,,25,4,0.400254,0.421487,373.828018
473,century,,17,4,0.40848,0.428751,63.77152
474,stewardship,,38,4,0.418158,0.440504,548.407763
475,england,,29,4,0.427073,0.447834,135.278142
476,detail,,13,4,0.393821,0.413629,0.826158
477,questionnaires,,16,4,0.409674,0.429741,0
478,hunt,,5,5,0.359749,0.376334,38.583598
479,reference,,24,4,0.422922,0.443344,351.17505
480,adults,,24,4,0.406441,0.427859,46.521463
481,settlements,,18,4,0.388248,0.407983,12.820492
482,china,,27,4,0.413296,0.434396,162.469174
483,transformation,,31,4,0.419618,0.440769,521.179928
484,intervention,,39,4,0.429033,0.450641,4736.645103
485,refugees,,7,5,0.372216,0.389045,112.090648
486,drama,,4,4,0.358676,0.372689,7.726627
487,debate,,18,4,0.401783,0.422015,1.752708
488,qualities,,26,4,0.419478,0.440108,29.348457
489,disruption,,15,5,0.383645,0.403077,0.321355
490,geographies,,20,5,0.385461,0.405289,57.339077
491,body,,32,4,0.410674,0.432085,2804.298764
492,dementia,,7,5,0.371013,0.387791,0.349978
493,solution,,4,5,0.359442,0.375013,0
494,content,,36,4,0.406245,0.428883,197.833929
495,association,,42,4,0.440796,0.461503,383.657104
496,muis,,14,5,0.380522,0.398719,0
497,karretjie,,14,5,0.380522,0.398719,0
498,cosmology,,8,4,0.37074,0.387744,44.895528
499,researcher,,10,5,0.360984,0.376004,74.639506
500,malaysia,,19,4,0.380235,0.398937,73.773368
501,tour,,3,5,0.346038,0.356887,0
502,sia,,21,4,0.393269,0.414157,418.875615
503,characterize,,12,4,0.400063,0.419836,8.074812
504,programme,,11,5,0.380178,0.399478,9.218429
505,index,,15,4,0.402295,0.422577,51.599983
506,agglomeration,,2,4,0.350994,0.365755,0
507,mayberry,,15,5,0.361294,0.377225,152.145887
508,intention,,26,4,0.386287,0.4062,150.247209
509,surgery,,7,5,0.369438,0.386899,247.863161
510,regions,,23,4,0.427869,0.447735,105.791582
511,basis,,37,4,0.430937,0.452093,988.201245
512,addition,,32,4,0.431379,0.45206,143.314476
513,collection,,11,4,0.391075,0.410261,77.550924
514,residence,,22,4,0.396481,0.417657,207.851924
515,priority,,28,4,0.414654,0.435981,51.032598
516,palm,,17,5,0.351826,0.366627,561.062933
517,contract,,17,5,0.351826,0.366627,561.062933
518,palawan,,17,5,0.351826,0.366627,561.062933
519,awareness,,31,4,0.426423,0.447042,320.61083
520,district,,39,4,0.43405,0.454834,874.411897
521,football,,10,4,0.377844,0.397055,98.597122
522,interventions,,33,4,0.420037,0.441792,3778.895966
523,mountains,,9,4,0.377788,0.397055,20.872799
524,recreation,,40,4,0.421299,0.443608,8629.746725
525,fee,,13,5,0.359084,0.373428,856.187891
526,hand,,14,4,0.391804,0.411351,56.482029
527,hydrologists,,15,5,0.36052,0.375674,223.31371
528,barrier,,20,4,0.39047,0.410889,132.125103
529,conceptualization,,4,5,0.360263,0.375475,0
530,signage,,12,4,0.369438,0.387282,260.617002
531,reconstruction,,13,5,0.372436,0.389045,170.044346
532,country,,34,4,0.435172,0.455296,471.47953
533,techniques,,25,4,0.418019,0.438424,292.821096
534,extent,,36,4,0.426856,0.448428,63.917484
535,vacation,,13,4,0.376435,0.394744,216.231887
536,contexts,,26,4,0.433602,0.453018,18.272836
537,examples,,13,4,0.399367,0.419044,20.704009
538,behaviors,,11,5,0.388129,0.407237,13.609
539,energy,,32,4,0.411678,0.433835,127.68246
540,sample,,28,4,0.413364,0.434925,821.122982
541,walk,,13,4,0.38783,0.407026,4.221564
542,power,,49,4,0.435323,0.457409,1790.133955
